,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38
254,0,0,0,1,2,4,2,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0,3,3,1,0,3,1,1,2,3,1,2,1,2,2
255,0,1,0,3,0,5,5,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3,2,1,2,0,3,3,3,2,2,2,2,1,2,0
256,0,0,1,0,4,2,0,2,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,6,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3,1,1,1,1,2,0,2,2,1,2,1,0,2,3
257,0,1,2,2,1,0,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,3,1,4,0,1,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1,1,0,1,1,3,0,0,3,1,2,1,0,0,2
258,0,0,2,0,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,1,2,2,4,0,1,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3,2,0,2,1,0,3,1,0,0,0,3,0,3,0
259,0,1,2,3,0,5,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,0,1,3,5,4,0,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2,0,3,3,0,3,1,2,0,0,2,2,3,2,1
260,0,0,1,0,4,2,0,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0,3,1,2,0,0,0,2,0,2,3,0,3,0,2
261,0,1,2,2,3,3,4,4,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2,2,3,3,2,3,3,0,2,0,3,0,1,0,2
262,0,1,0,3,0,5,5,6,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,1,3,0,3,4,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1,1,3,0,3,3,2,0,1,1,3,2,1,3,2
263,0,1,0,3,0,5,5,6,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,1,3,0,3,4,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1,0,3,0,0,1,3,3,3,0,1,1,0,3,0
264,0,1,2,2,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,1,3,2,4,0,1,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2,3,3,0,0,3,1,1,2,2,2,2,1,0,0
265,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,5,4,0,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3,1,3,1,1,1,3,3,1,1,2,0,1,2,0
266,0,0,0,1,2,4,2,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,2,2,1,3,1,3,3,0,0,2,1
267,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,4,0,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2,0,0,2,0,2,3,0,2,2,1,1,1,1,1
268,0,1,0,3,0,1,6,6,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3,1,0,3,2,1,3,2,0,3,1,0,2,3,3
269,0,0,1,0,1,0,1,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,2,5,4,6,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1,2,3,1,0,3,2,2,1,3,1,3,0,1,0
270,0,1,2,2,1,0,1,5,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,3,2,5,0,1,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3,0,3,0,1,1,2,3,0,0,0,2,0,0,0
271,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,5,4,0,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2,3,2,2,1,2,2,0,2,2,3,2,0,2,3
272,0,0,1,0,4,2,0,2,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,2,2,4,6,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2,2,1,0,0,2,2,2,0,0,1,1,1,2,2
273,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,2,0,2,6,6,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2,3,3,1,3,2,3,1,0,0,3,3,1,3,2
274,0,1,0,3,0,5,5,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3,2,2,1,3,2,0,1,1,0,0,2,2,3,1
275,0,0,0,1,2,1,6,6,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1,1,0,3,0,3,1,0,0,2,2,0,1,3,2
276,0,1,0,3,0,5,5,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,1,3,0,3,4,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1,0,3,3,1,3,0,1,3,0,2,3,0,3,0
277,0,1,2,2,3,3,4,4,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0,2,2,1,2,2,0,2,2,2,1,2,2,0,2
278,0,1,2,2,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,1,3,2,4,0,1,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2,2,1,3,0,2,3,0,3,0,0,0,3,1,0
279,0,0,1,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1,2,2,2,1,3,2,1,3,2,1,0,1,2,2
280,0,1,2,2,3,3,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,2,0,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1,0,0,2,1,0,3,2,1,3,2,0,2,1,2
281,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,1,2,5,4,4,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2,3,1,1,3,1,3,3,2,2,0,2,1,1,3
282,0,1,2,2,1,0,1,5,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,3,2,5,4,1,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1,1,3,0,0,1,1,3,0,0,3,1,3,0,1
283,0,1,2,2,1,0,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,1,3,2,4,0,1,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1,0,3,3,3,2,1,1,1,3,0,3,0,0,1,1,0,1,3,3,3,2,1
284,0,0,1,0,1,0,1,5,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,0,4,0,1,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2,1,1,2,3,3,0,1,0,1,3,1,0,3,1,3,1,0,1,3,2,3,1
285,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,1,2,5,4,4,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0,0,1,2,0,3,3,2,3,3,0,3,0,1,0,3,3,1,2,3,3,2,0
286,0,0,1,1,2,4,0,2,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,2,5,4,6,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0,1,0,0,1,1,2,1,3,2,3,2,2,3,0,0,0,1,0,2,1,0,1
287,0,0,0,1,2,1,6,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3,2,1,1,0,0,2,2,1,1,0,3,0,1,2,0,2,1,3,1,1,2,3,2,2,2
288,0,1,0,3,0,5,5,6,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,1,3,0,3,4,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1,0,2,3,2,2,3,3,1,0,0,1,3,0,0,1,1,2,0,0,1,1,1,0,0,3
289,0,0,1,0,4,2,0,2,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,2,2,2,5,4,6,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0,1,1,1,0,2,2,3,2,0,0,0,1,3,2,2,3,0,0,2,2,1,0,3,3,2
290,0,0,1,0,4,2,0,2,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,2,0,2,6,6,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0,2,2,0,1,3,0,2,3,2,0,2,2,0,0,2,3,3,3,3,0,0,2,1,0,2
291,0,0,1,0,1,0,1,5,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,2,4,0,1,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2,3,0,3,3,0,3,2,3,1,0,3,2,1,3,3,3,3,2,1,1,3,0,2,1,0
292,0,0,1,0,4,2,0,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2,2,0,2,2,2,0,1,0,3,1,3,3,1,1,1,3,1,3,3,3,2,2,0,2,2
293,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,2,2,4,6,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0,0,0,3,1,2,0,2,2,1,0,1,1,2,3,3,0,2,3,2,3,2,3,3,0,0
294,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,2,2,5,4,6,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3,0,0,1,3,0,2,1,0,0,0,0,0,1,0,1,1,0,2,0,3,0,0,3,3,0
295,0,1,0,1,2,1,6,6,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1,3,2,0,2,0,1,1,1,3,2,0,1,2,0,2,0,0,3,3,2,0,1,1,2,0
296,0,1,0,3,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0,2,3,2,3,1,1,1,1,3,1,1,2,3,2,2,0,0,2,2,0,3,2,0,1,1
297,0,0,1,0,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,2,4,0,1,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0,3,2,3,3,2,1,2,1,3,1,2,0,3,0,2,0,0,1,1,2,0,1,0,1,3
298,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,1,1,4,0,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,1,2,3,0,2,3,0,1,2,0,1,2,0,2,0,3,0,1,3
299,0,0,1,0,1,0,1,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,2,5,0,1,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1,0,2,3,0,2,2,0,0,0,0,3,2,3,3,2,1,0,1,0,1,2,1
300,0,1,2,2,3,3,4,4,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3,0,1,0,2,1,1,1,1,2,0,0,2,0,0,0,3,1,3,2,1,2,1
301,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1,3,0,3,2,2,3,3,1,0,0,1,1,0,1,2,1,2,3,0,3,2,1
302,0,1,0,3,0,5,5,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,3,4,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3,0,0,3,0,1,2,2,0,2,2,1,0,3,2,1,2,0,0,3,3,1,3
303,0,1,2,3,0,5,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,0,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3,3,3,0,3,3,2,3,0,2,0,0,2,3,2,3,3,0,0,2,3,3,2
304,0,0,1,0,1,1,6,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,2,5,4,6,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1,1,1,1,0,3,2,0,2,0,3,1,0,2,2,3,1,2,1,0,1,0,1
305,0,1,0,3,0,5,5,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,3,7,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0,3,2,2,3,1,1,0,3,1,3,0,3,1,1,2,0,3,1,2,0,2,3
306,0,0,0,1,2,1,6,6,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,0,2,5,3,4,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3,2,3,2,0,3,0,1,0,1,2,0,1,2,3,0,0,3,2,2,2,3,0
307,0,0,1,1,2,4,2,2,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,0,2,0,4,3,1,6,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0,1,2,1,3,3,1,1,1,3,0,1,3,0,3,1,0,3,2,0,2,2,1
308,0,0,1,0,4,2,0,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2,3,2,2,3,0,0,0,1,2,0,2,3,2,0,1,3,2,3,0,1,2,0
309,0,0,2,0,1,0,1,5,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,1,2,2,4,0,1,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0,0,0,3,2,1,0,1,3,2,2,3,1,0,3,3,1,3,3,3,0,3,3
310,0,1,2,2,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,1,3,1,4,0,1,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1,3,2,3,3,3,0,3,2,2,3,2,3,0,2,2,3,0,2,3,1,0,1
311,0,0,1,0,4,2,0,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2,3,0,2,0,2,0,0,2,1,2,1,3,3,0
312,0,1,2,2,1,0,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,3,1,4,0,1,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2,1,1,1,3,1,0,3,0,0,3,3,1,3,1
313,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,1,2,5,3,4,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0,2,2,3,1,1,0,2,0,2,2,1,1,3,3,1,2,3,2,3,0,0,1
314,0,0,1,0,4,2,1,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,2,0,4,0,1,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1,2,0,3,2,0,3,3,2,1,3,1,3,1,0,1,2,0,0,2,1,0,0
315,0,0,1,0,1,0,1,5,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,0,4,0,1,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1,2,1,1,3,2,1,1,1,3,1,2,1,2,1,0,1,1,0,1,2,1,2
316,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,5,4,0,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0,2,3,3,2,3,3,3,1,1,3,2,3,2,2,1,2,3,2,3,2
317,0,1,0,3,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,0,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3,3,0,3,0,3,0,1,3,1,3,1,3,0,2,0,0,0,1,2,0,2,3
318,0,0,1,0,4,2,0,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2,3,2,0,1,0,0,1,1,2,2,1,2,0,1,3,0,0,1,3,0,0,2,1,1,1
319,0,1,0,3,0,5,5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0,3,2,2,0,3,0,3,2,1,0,2,2,1,2,0,2,0,0,2,2,0,3,1,3,2
320,0,1,2,2,3,3,4,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0,3,3,2,0,0,0,2,1,1,0,1,3,2,2,3,0,3,1,2,1,1,2,1,1,1
321,0,1,2,2,3,1,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,3,2,5,4,0,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0,2,3,3,1,0,3,0,2,1,0,0,3,0,2,2,3,3,0,2,3,0,1,3,1,1
322,0,1,2,2,1,0,1,5,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,3,2,5,4,1,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3,2,0,0,3,0,1,3,0,1,0,2,2,3,1,1,3,2,3,2,3,1,1,0,3,1
323,0,1,0,3,0,5,5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,5,7,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1,1,3,3,0,3,2,0,2,1,0,3,1,3,2,2,3,1,3,1,1,0,2,1,0,2
324,0,1,2,2,3,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3,1,3,0,2,2,0,3,1,1,2,2,2,0,0,0,2,3,2,3,3,3,2,1,2,2
325,0,0,0,1,2,4,2,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,0,4,3,1,2,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3,0,1,1,0,2,2,0,2,1,1,3,0,0,0,1,2,2,1,0,0,3,3,2,0,0
326,0,1,0,3,0,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,1,3,0,3,4,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3,2,1,1,0,1,3,0,2,1,3,0,3,0,2,3,1,2,0,3,1,2,2,3,3,3
327,0,0,0,1,2,4,2,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,0,4,3,1,2,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3,3,0,3,0,1,2,0,1,1,2,1,1,0,1,1,2,3,2,0,3,0,0,3,0,2
328,0,1,2,2,3,3,4,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,3,1,1,2,3,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0,0,0,2,3,1,3,3,0,3,3,1,1,1,2,1,2,0,0,0,1,3,2,1,2,0
329,0,0,0,1,2,1,6,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,0,0,2,5,4,6,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1,3,3,1,1,1,2,2,3,0,1,0,0,0,3,2,2,1,3,1,2,2,1,0,0,2
330,0,1,0,1,2,1,6,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,0,2,5,3,4,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3,3,0,1,0,1,1,3,1,1,0,0,0,0,3,2,1,2,3,3,3,1,3,1,3,3
331,0,1,2,2,3,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,2,5,4,0,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0,0,2,2,1,3,1,1,2,3,1,3,0,2,1,1,3,0,2,3,1,0,2,2,1,1
332,0,0,1,1,2,1,6,2,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,2,5,4,6,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2,3,3,1,3,3,3,2,3,2,1,0,3,1,0,3,3,3,2,3,0,3,1,1,3,2
333,0,1,0,3,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,1,2,5,4,4,0,0,3,2,3,0,3,0,2,1,0,1,0,0,1,3,1,3,2,1,2,0,2,0,1,1,0,0,1,3,1,1,0,0,2,2,1,3,3,0
334,0,0,0,1,2,4,2,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,0,4,3,1,2,0,0,3,0,0,1,2,1,0,1,2,0,2,3,2,0,1,0,3,3,1,0,3,1,0,0,3,1,2,1,2,3,3,3,1,2,2,3,1,2
335,0,1,2,3,0,1,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,1,2,5,4,0,0,0,1,3,0,1,3,1,2,1,1,0,2,1,1,0,0,1,1,1,1,1,2,1,2,2,1,1,1,0,3,0,1,0,0,1,2,3,2,1
336,0,0,1,0,4,2,0,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,2,0,2,6,6,0,0,3,3,2,2,2,2,3,2,2,2,3,0,0,3,1,0,2,2,0,2,0,1,3,0,2,0,2,3,2,0,0,1,3,3,2,2,2,1
337,0,0,0,1,2,4,2,0,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,4,3,1,2,0,0,3,3,3,0,2,2,2,1,3,1,3,3,1,0,3,0,3,1,2,3,2,3,0,1,1,3,0,0,0,2,1,2,3,2,2,3,2,2
338,0,1,2,2,1,0,1,5,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,1,3,1,4,0,1,0,0,1,3,3,0,0,3,2,0,3,0,3,2,3,1,1,2,2,1,3,3,1,1,0,0,1,3,3,0,3,2,0,2,0,2,1,3,0,0
339,0,1,2,2,3,0,4,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,3,1,4,2,3,0,0,3,0,3,3,2,0,1,2,2,3,0,2,2,3,3,3,0,1,0,3,2,0,3,1,3,1,0,1,1,1,1,1,0,0,3,3,1,0
340,0,0,1,0,4,2,0,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,2,0,2,6,5,0,0,0,3,2,1,1,2,3,3,1,3,3,3,0,0,3,3,2,1,0,2,3,2,0,3,0,1,2,2,0,3,2,1,0,0,0,0,1,0
