,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
380,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
381,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
382,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
383,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
384,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,2,0,2,7,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1
385,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
386,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
387,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0
388,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
389,0,0,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
390,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1
391,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
392,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
393,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0
394,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1
395,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
396,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1
397,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
398,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
399,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0
400,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
401,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0
402,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
403,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
404,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
405,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
406,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1
407,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
408,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
409,0,0,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1
410,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
411,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
412,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
413,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
414,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1
415,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
416,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0
417,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1
418,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
419,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1
420,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
421,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
422,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,1,1,4,3,3,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
423,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1
424,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1
425,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1
426,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1
427,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0
428,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
429,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
430,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
431,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0
432,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1
433,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0
434,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0
435,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
436,0,0,1,1,0,2,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
437,0,0,1,3,0,2,2,7,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,0,0,1,1,2,1,5,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
438,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1
439,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
440,0,0,1,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0
441,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
442,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
443,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
444,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
445,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
446,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
447,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
448,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
449,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
450,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
451,0,0,1,3,3,3,6,2,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
452,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
453,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
454,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
455,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
456,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1
457,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
458,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
459,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
460,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0
461,0,0,1,1,0,2,0,0,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
462,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0
463,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
464,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1
465,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
466,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
467,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
468,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1
469,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
470,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
471,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1
472,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0
473,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0
474,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0
475,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
476,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
477,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1
478,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0
479,0,1,0,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
480,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
481,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
482,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
483,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1
484,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
485,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0
486,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
487,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0
488,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
489,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
490,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0
491,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1
492,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
493,0,0,1,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
494,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
495,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
496,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
497,0,1,2,2,2,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
498,0,0,2,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
499,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0
