,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
407,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,1,1,5,3,1,0,-1,2,0,1,2,0,0,0,1,2,2,2,1,0,1,0,1,1,2,0,2,2,1,2,1,2,1
408,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,14,1,0,0,1,2,0,1,2,0,0,2,1,2,0,2,0,2,1,0,2,0,2,1,1,0,2
409,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,1,0,1,0,2,2,2,0,2,2,1,1,2,2,2,0,1,0,1,0,1,0,1,0,1,2,0
410,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,2,0,-1,2,0,1,0,0,2,1,2,2,2,1,0,1,0,2,1,2,1,0,1,1,1,0,1,1,2
411,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,2,2,4,2,0,-1,1,2,0,2,1,2,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,2,1,1
412,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,23,0,1,2,2,0,2,1,0,2,2,1,1,2,1,0,1,0,2,1,0,0,0,1,0,0,1
413,0,0,2,2,0,2,6,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,2,0,0,5,3,1,0,-1,0,0,1,1,1,2,2,2,2,1,0,1,2,2,1,2,1,0,0,2,0,0,0,2,1,1
414,0,0,1,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,1,5,3,1,0,-1,2,1,2,1,2,1,2,1,1,0,1,2,2,0,1,2,1,1,0,1,0,2,2,1,0,0
415,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,2,0,0,2,2,0,0,2,1,0,1,0,2,2,0,0,0,2,0,0,2,0,2,2,2,1,0
416,0,1,0,1,3,1,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,-1,0,0,2,0,0,1,2,2,2,0,0,2,1,0,2,2,2,2,2,0,1,0,0,2,2,0
417,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,5,2,1,2,0,2,0,1,1,1,0,2,2,1,2,2,1,1,0,2,0,2,0,1,1,1,2
418,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,23,1,1,1,0,0,1,2,0,0,2,2,0,0,0,0,1,0,0,0,2,0,0,1,2,2,2
419,0,0,1,0,4,3,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,4,3,2,3,0,-1,1,1,0,1,1,2,1,0,0,2,2,1,1,0,1,2,0,1,2,0,2,2,0,0,1,0
420,0,1,2,2,1,0,3,4,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,1,-1,1,2,1,0,1,2,1,1,2,0,1,2,2,0,2,2,1,1,2,2,2,0,2,2,1,0
421,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,3,5,0,-1,0,2,1,2,1,1,1,2,1,2,0,0,1,0,1,0,2,0,2,0,2,1,2,0,2,0
422,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,-1,0,1,1,2,2,1,0,1,2,0,0,2,0,2,1,2,1,0,2,1,1,0,2,2,2,0
423,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,2,0,1,2,2,0,0,2,0,0,2,2,2,1,0,1,0,1,2,0,2,2,0,0,1,2
424,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,-1,1,2,1,0,2,1,0,1,0,0,2,2,0,2,0,1,2,2,0,0,2,2,0,0,1,2
425,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,1,0,2,1,2,0,2,1,0,0,0,0,2,2,2,1,1,2,1,1,0,1,2,0,0,2,2
426,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,4,3,2,3,0,21,1,1,1,0,2,0,0,2,0,2,0,0,0,2,0,2,2,0,2,1,0,0,1,1,0,2
427,0,1,0,3,0,5,0,5,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,0,0,1,5,0,1,10,0,2,0,0,0,0,2,1,0,0,2,2,2,2,0,0,0,0,0,1,0,2,1,1,0,1
428,0,0,1,0,4,2,2,0,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,1,5,3,1,0,-1,1,0,1,2,0,2,2,0,0,1,0,2,0,1,0,1,0,2,1,1,0,2,1,2,2,0
429,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,2,2,4,2,0,25,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,1,1
430,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,2,0,1,0,2,1,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,0,0,1,1,2
431,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,11,1,1,0,0,1,1,0,0,1,1,2,0,1,1,1,1,0,2,0,2,1,2,2,1,2,0
432,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,2,2,1,1,1,0,1,2,1,1,2,2,0,0,2,0,0,0,1,0,0,0,1,1,1,2
433,0,0,2,2,4,2,6,2,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,2,2,2,1,2,1,0,1,2,2,0,2,0,1,2,1,0,1,0,1,1,2,0,0,2,0
434,0,0,1,0,2,4,4,3,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,19,0,0,1,2,2,2,1,0,1,1,1,0,2,2,0,1,2,0,1,0,1,0,0,1,2,2
435,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,6,1,0,1,2,1,1,1,2,1,1,0,2,2,0,0,2,0,0,1,1,0,1,1,2,1,2
436,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,11,2,1,0,0,0,1,1,1,1,0,2,0,1,1,2,1,1,1,0,1,1,1,0,1,2,0
437,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,12,1,0,1,0,1,2,0,1,0,0,0,0,0,1,1,0,2,2,2,2,0,0,1,0,2,1
438,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,2,0,-1,1,1,0,2,2,1,2,1,2,2,2,0,1,1,1,1,2,0,0,2,2,2,0,2,2,0
439,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,-1,1,0,2,2,1,0,1,1,1,2,0,1,1,0,1,0,1,1,2,2,2,0,1,2,1,1
440,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,1,2,0,0,0,0,0,2,2,0,1,0,1,1,1,1,2,0,2,0,1,2,1,0,1,0
441,0,0,2,2,1,2,6,2,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,1,2,2,0,2,0,1,2,0,0,2,2,0,1,1,1,1,0,2,2,1,2,0,1,1
442,0,0,2,2,4,2,6,2,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,2,1,2,0,2,1,2,0,2,1,1,2,2,0,2,1,2,0,1,0,2,0,1,0,0,1
443,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,2,1,2,0,2,0,1,1,2,0,2,2,0,0,2,2,1,1,0,2,0,0,1,2,2,0
444,0,0,1,0,2,4,4,3,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,18,0,2,2,1,0,2,1,0,1,2,1,0,2,1,2,0,0,1,1,0,2,0,1,0,1,1
445,0,1,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,1,-1,0,2,0,0,0,1,0,2,1,0,0,0,2,0,0,1,2,2,1,1,2,1,0,2,0,2
446,0,0,2,3,0,5,6,5,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,1,0,0,1,5,0,0,10,0,2,2,0,2,0,2,1,0,2,1,1,2,1,0,0,2,0,1,0,1,1,2,0,2,0
447,0,0,1,0,4,2,2,0,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,1,5,3,1,0,-1,1,1,2,0,0,0,1,2,1,0,0,1,1,2,0,1,0,0,0,2,1,0,0,2,2,1
448,0,1,0,1,3,1,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,-1,1,1,1,0,1,0,2,0,2,0,2,1,2,1,1,0,2,1,2,2,1,0,1,1,2,2
449,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,1,1,1,0,2,0,2,2,2,0,1,1,2,1,2,0,2,2,1,2,0,2,2,0,1,0
450,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,1,0,1,1,0,1,2,2,1,0,0,2,1,1,1,0,2,0,0,0,0,2,0,0,1,1
451,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,0,1,2,1,2,1,2,0,2,0,2,0,1,1,0,2,1,0,2,0,0,0,2,2,1,0,2
452,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,1,0,2,0,0,0,0,1,2,1,2,1,2,1,1,2,0,0,0,1,0,2,0,0,0,0
453,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,2,0,27,2,1,1,1,0,0,1,2,0,2,2,1,1,2,2,2,0,0,2,2,0,1,2,0,2,2
454,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,2,2,1,2,0,2,2,2,2,0,2,0,1,2,1,0,2,1,2,1,2,2,2,0,1,0
455,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,6,2,1,1,2,2,0,0,2,2,1,0,2,0,0,1,2,2,1,1,1,2,2,2,2,1,2
456,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,0,0,2,2,0,2,2,2,1,2,1,0,1,0,2,0,1,2,1,2,1,2,0,2,0
457,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,3,0,1,2,0,0,1,2,0,1,2,0,2,1,0,0,1,0,0,1,1,0,2,0,0,1,1
458,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,2,1,2,1,1,2,1,2,2,1,1,2,0,1,2,1,1,2,2,2,1,1,2,1,1,0
459,0,0,1,0,2,4,4,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,1,1,0,0,5,0,-1,1,0,2,2,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,2,1,0,0,2,2,2
460,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,11,2,1,1,0,1,0,2,0,2,0,1,2,1,1,0,1,2,1,2,0,1,2,1,0,2,0
461,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,-1,0,2,2,2,2,0,1,2,1,1,2,0,2,2,0,0,2,0,1,0,0,0,2,1,2,2
462,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,4,1,0,2,1,1,1,0,0,2,2,2,2,0,2,2,2,1,0,1,1,1,2,2,2,2,1
463,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,23,1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,2,0,0,0,2,1,1,1,0,1,0
464,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,0,2,2,0,0,2,1,1,2,2,2,1,2,1,2,2,2,2,2,0,1,0,0,1,1,1
465,0,0,1,0,2,3,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,4,3,2,3,0,-1,1,2,1,0,1,0,1,1,1,2,1,2,0,1,1,2,1,1,0,2,0,2,0,1,2,1
466,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,-1,0,0,2,2,2,0,1,1,2,1,2,1,1,2,2,2,0,1,2,1,0,1,2,1,2,0
467,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,2,2,0,1,1,1,2,2,0,2
468,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,5,1,2,0,1,0,1,0,2,2,2,2,1,0,1,1,1,0,2,2,0,2,2,0,1,0,0
469,0,1,0,1,3,1,5,6,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,-1,1,2,1,1,1,0,0,1,0,1,1,0,1,0,2,2,0,2,2,0,0,1,0,1,1,0
470,0,0,1,0,2,4,4,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,19,1,2,1,2,1,0,1,0,2,1,0,2,1,2,2,1,2,1,1,0,0,0,1,2,2,0
471,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,23,1,2,2,1,0,0,2,0,2,0,0,0,1,2,2,0,0,1,0,1,2,1,1,0,2,2
472,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,1,2,2,2,1,0,2,2,2,1,2,2,0,2,1,0,1,1,1,0,2,2,1,1,0,1,1
473,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,26,0,2,1,2,1,2,2,2,0,1,1,1,2,0,2,2,0,0,1,0,2,1,2,1,2,0
474,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,-1,2,1,2,0,0,2,1,2,0,0,1,1,1,2,1,1,2,1,0,2,1,0,2,2,2,2
475,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,6,0,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,1,2,1,0,1,1,0,1,1
476,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,0,1,1,0,1,1,2,0,2,2,2,1,1,2,2,0,1,1,1,0,1,2,1,2,0,1
477,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,-1,0,1,1,2,1,2,2,2,0,0,0,1,2,0,0,0,1,1,2,0,2,1,2,1,2,1
478,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,2,2,2,1,2,2,2,0,1,0,1,0,0,2,2,0,0,1,1,2,2,0,0,2,2,0
479,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,1,1,0,0,2,0,0,1,2,2,2,2,0,0,2,2,2,2,0,1,1,2,2,0,1,0
480,0,0,2,2,1,2,6,2,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,0,1,1,2,2,2,1,0,0,1,1,0,2,1,1,1,1,0,0,1,2,0,1,1,1,2
481,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,17,2,2,0,0,2,0,1,0,2,2,2,2,1,2,0,2,2,2,1,2,2,0,1,0,0,0
482,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,2,2,4,2,0,-1,0,1,0,2,2,2,0,2,1,1,0,0,1,1,1,2,0,1,0,1,0,0,1,1,0,0
483,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,0,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,1,2,0,0,1,0,1,1
484,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,0,2,2,0,1,0,0,1,1,0,0,2,2,2,2,1,0,0,0,1,1,0,1,2,1,1
485,0,0,1,0,2,4,4,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,-1,1,0,1,2,0,2,1,1,2,2,2,2,2,0,1,0,0,2,1,2,0,2,2,2,2,0
486,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,6,1,2,2,1,2,1,2,1,0,1,0,1,1,2,1,1,1,0,2,2,0,2,0,2,2,1
487,0,0,1,0,2,4,4,3,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,19,0,0,0,1,1,1,2,0,0,0,2,1,1,2,0,0,1,2,2,0,0,2,0,2,1,0
488,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,-1,1,1,0,0,0,1,2,0,0,0,0,2,2,1,0,0,1,2,2,0,0,0,1,0,1,2
489,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,0,0,2,2,1,1,0,1,1,2,1,0,2,2,1,0,1,0,2,0,2,0,2,2,1
490,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,-1,0,1,0,1,1,0,2,0,2,1,2,0,0,1,2,1,0,1,2,1,2,0,2,2,2,0
491,0,1,0,3,0,5,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,0,0,1,5,0,1,-1,0,2,2,1,1,1,0,2,2,0,2,0,2,2,0,0,2,1,1,2,0,1,0,2,2,2
492,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,7,2,1,0,2,1,2,2,2,1,1,2,1,2,0,2,2,1,1,1,2,1,1,2,2,0,2
493,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,1,2,0,2,1,0,0,1,2,1,0,2,2,1,1,2,2,0,0,1,2,0,2,1,2,1
494,0,0,1,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,1,5,3,1,0,-1,0,2,1,2,0,0,0,0,0,1,0,0,1,2,1,1,1,0,1,0,0,2,1,0,2,2
495,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,2,1,1,1,2,0,2,0,2,1,1,2,1,0,1,0,1,1,2,1,0,1,2,2,2,1
496,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,0,0,0,0,0,2,1,2,0,1,0,1,0,1,1,0,1,1,0,0,0,2,2,0,2,2,0
497,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,12,0,1,1,1,2,0,2,2,0,0,0,2,1,0,2,1,0,1,2,0,2,0,1,0,2,2
498,0,0,1,0,2,4,4,3,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2,4,3,2,3,0,29,2,2,1,2,1,0,2,1,2,0,1,1,1,2,1,1,0,2,0,1,1,2,2,2,0,2
499,0,1,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,3,0,1,1,4,1,-1,1,1,0,2,2,1,2,0,2,1,2,1,2,1,1,0,1,1,2,0,1,2,1,1,0,2
