,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
395,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,0,1,1,0,1,0,0,0,0,1
396,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,0,0,1,1,1,0,0,0,0
397,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0
398,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
399,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,1,0,0,0,1,1,1,1,1,1,0
400,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,0,1,1,1,0,0,1
401,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,1,0,0,1,1,1,1,1,0,1
402,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,0,0,0,1,0,0,1,1,1,0,1,1
403,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,0,0,0,0,0,0,1,1,1,1
404,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,1,1,0,0,0,0,1,0,0,1
405,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
406,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,1
407,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,1,1,1,0,1,1,1,0,0,1,1
408,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0
409,0,1,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1
410,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,1,0,0,0,0,1,1,0,1,1
411,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0
412,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0
413,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0
414,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
415,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,1,0,1,1,0,1,1,0,0,0
416,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,0,0,0,1,1,0,1,0,1,1,0
417,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1
418,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,1,1,0,1,1,0,0,1,1
419,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,1,0,1,1,1,0,0,0,0
420,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1
421,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1
422,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1
423,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
424,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,0,1,0,0,1,1,1,1,1,1,1
425,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
426,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0
427,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
428,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,0,0,1,1,0,0,0,1,1,1,1
429,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,1,0,0,1,0,1,1,0,0
430,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,1,0,1,1,1,0,0,0,1,1
431,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0
432,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1
433,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
434,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,1,0,0,1,0,1,1,0,1,0,0,0
435,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,1,1,0,1,1,0,0,0,0,1
436,0,1,0,3,1,1,2,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,1,0,1,0,0,0,1,0,1,1,1,0
437,0,1,0,1,1,1,4,3,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,1,1,1,3,4,6,7,0,0,0,1,0,0,1,1,0,1,1,0,1,1
438,0,0,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,0,1,0,0,0,1,1,1,1,0
439,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0
440,0,1,0,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
441,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,0,0,1,0,1,1,1,1,1,1
442,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
443,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,1,1,1,0,0,1,0,0,0,1,1,0
444,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,1,1,1,1,1,0,1,0,1,0,0
445,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,0,0,1,1,1,1,1,0,0,0
446,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,1,0,0,0,1,1,0,1,0
447,0,0,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,1,0,0,0,1,1,1,1,0,1
448,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,0,0,0,1,1,0,0,1,0,0
449,0,1,0,3,1,5,5,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,1,0,0,1,0,0,0,1,1,0,1,1
450,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,1,0,1,1,1,0,1,1,1,1,0,0
451,0,1,0,1,4,3,6,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,1,1,0,1,1,0,1,1,1,0
452,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,1,0,0,0,1,1,1,0,1,0,1
453,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1
454,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,1,0,1,1,0,1,1,0,1,1
455,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0
456,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
457,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,1,1,1,0,1,0,1,1,0
458,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,0,1,0,1,0,1,0,0,1
459,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,1,1,1,1,1,0,1,0,1
460,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,0,0,0,1,0,1,0,1,0
461,0,1,0,3,1,1,2,1,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,0,1,1,1,1,0,0,1,0,1,0,0
462,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,1,0,0,0,1,0,1,1,1,0
463,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
464,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0
465,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,1,0,0,0,0,1,1,0,1,0,1,0
466,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
467,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,1,0,1,0,1,0,1,0,0,1
468,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,0,0,1,1,0,0,1,0,1,1,0
469,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,0,0,1,0,0,1,1,0,1,0
470,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,1,1,5,4,0,1,0,1,0,0,0,0,1,1,0,1,0,0
471,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,1,1,0,0,0,1,1,0,0,1
472,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
473,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0
474,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,0,0,1,0,1,1,0,1,1,0
475,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,1,0,0,1,1,0,0,1,1,1
476,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,0,1,1,1,0,0,1,0,1,0,1,0
477,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,0,1,1,0,1,1,1,0,1,0,0
478,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,1,1,0,1,0,0,0,0,0
479,0,0,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,1,1,0,1,1,0,0,0,0,0
480,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,1,1,1,1,1,0,1,1,1,1,1,0
481,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,0,0,0,0,1,1,0,0,0,0,1,1
482,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,1,1,1,0,1,1,0,1,1,1
483,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,1,0,0,0,1,1,1,0,1
484,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,0,0,1,1,0,1,1,1,0,1,0
485,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0
486,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0
487,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,0,0,0,0,0,1,1,1,1
488,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,1,1,1,1,0,0,0,0,0,1,0,1
489,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,1,1,1,0,1,0,0
490,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0
491,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,0,0,0,0,0,1,1,0,0
492,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,0,0,1,1,1,0,1,1,1,0,0
493,0,1,0,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,0,0,1,0,1,0,1,0,0,0,1,1
494,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,0,1,0,1,0,1,1,1,1,1
495,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,0,0,0,1,0,0,1,0,1,0,1
496,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
497,0,0,2,0,0,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,0,1,1,1,1,1,1,1,1,0
498,0,1,2,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,0,1,0,1,1,1,1,1,0,0,1
499,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0
