,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25
311,0,0,2,2,0,2,6,2,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2,3
312,0,1,0,0,2,1,5,7,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,3,4,5,5,7,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2,1
313,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,6,0,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0,2,2,3,1,1,0,2,0,2
314,0,0,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,1,5,5,7,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1,2,0,3,2,0,3,3,2,1
315,0,0,2,2,4,4,1,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,1,5,5,7,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1,2,1,1,3,2,1,1,1,3
316,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0,2,3,3,2,3,3,3
317,0,1,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,6,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3,3,0,3,0,3,0,1,3,1
318,0,0,2,2,0,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2,3,2,0,1,0,0,1,1,2,2,1,2
319,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0,3,2,2,0,3,0,3,2,1,0,2,2
320,0,1,0,0,2,1,5,0,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0,3,3,2,0,0,0,2,1,1,0,1,3
321,0,1,0,0,2,1,3,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,0,3,0,2,1,6,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0,2,3,3,1,0,3,0,2,1,0,0,3
322,0,1,0,0,4,4,3,7,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,3,0,2,1,7,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3,2,0,0,3,0,1,3,0,1,0,2,2
323,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1,1,3,3,0,3,2,0,2,1,0,3,1
324,0,1,0,0,2,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3,1,3,0,2,2,0,3,1,1,2,2,2
325,0,0,1,1,1,5,2,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3,0,1,1,0,2,2,0,2,1,1,3,0
326,0,1,1,3,3,3,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,6,0,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3,2,1,1,0,1,3,0,2,1,3,0,3
327,0,0,1,1,1,5,2,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3,3,0,3,0,1,2,0,1,1,2,1,1
328,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0,0,0,2,3,1,3,3,0,3,3,1,1
329,0,0,1,1,1,5,4,4,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,1,2,0,2,1,1,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1,3,3,1,1,1,2,2,3,0,1,0,0
330,0,1,1,1,1,0,4,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,2,0,1,6,0,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3,3,0,1,0,1,1,3,1,1,0,0,0
331,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0,0,2,2,1,3,1,1,2,3,1,3,0
332,0,0,2,1,1,5,4,6,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,1,0,2,1,1,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2,3,3,1,3,3,3,2,3,2,1,0,3
333,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,1,0,0,0,3,2,3,0,3,0,2,1,0,1,0,0,1,3,1,3,2,1,2,0,2,0,1,1,0
334,0,0,1,1,1,5,2,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,3,0,0,1,2,1,0,1,2,0,2,3,2,0,1,0,3,3,1,0,3,1,0,0,3
335,0,1,0,3,3,0,3,5,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,1,0,0,2,1,6,0,0,1,3,0,1,3,1,2,1,1,0,2,1,1,0,0,1,1,1,1,1,2,1,2,2,1
336,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,1,3,0,1,0,0,3,3,2,2,2,2,3,2,2,2,3,0,0,3,1,0,2,2,0,2,0,1,3,0,2
337,0,0,1,1,1,5,2,4,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,3,3,3,0,2,2,2,1,3,1,3,3,1,0,3,0,3,1,2,3,2,3,0,1,1
338,0,1,0,0,4,4,1,7,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,0,3,4,5,5,7,0,0,1,3,3,0,0,3,2,0,3,0,3,2,3,1,1,2,2,1,3,3,1,1,0,0,1
339,0,1,0,0,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,3,4,5,3,3,0,0,3,0,3,3,2,0,1,2,2,3,0,2,2,3,3,3,0,1,0,3,2,0,3,1,3
340,0,0,2,2,0,2,6,2,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,0,3,2,1,1,2,3,3,1,3,3,3,0,0,3,3,2,1,0,2,3,2,0,3,0
341,0,1,0,0,4,4,1,7,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,3,0,5,5,7,0,0,2,2,2,0,2,2,1,1,2,0,2,0,2,1,0,0,1,1,0,1,1,3,3,3,1
342,0,1,1,1,1,0,4,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,2,0,1,6,0,0,0,2,1,0,1,0,0,1,2,2,3,3,1,1,1,3,3,2,1,3,1,1,3,0,3,1
343,0,1,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,2,4,6,0,0,2,1,3,3,0,3,0,0,2,1,0,0,1,0,3,1,2,1,0,3,0,3,1,1,1
344,0,0,2,2,0,2,6,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,0,3,2,0,0,1,3,3,2,1,0,1,2,1,3,1,3,0,3,0,1,2,3,3,1
345,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,0,2,6,0,0,0,2,1,1,2,1,1,3,2,2,1,3,1,3,3,0,2,2,2,0,1,3,2,3,0,1
346,0,1,1,3,3,3,0,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,1,0,0,2,1,6,0,0,2,0,0,2,0,3,1,1,1,2,1,0,2,0,2,0,0,0,2,0,2,1,1,1,3
347,0,1,0,0,4,4,4,7,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,2,1,0,2,1,7,0,0,1,3,2,3,1,0,2,0,1,3,1,3,2,3,3,2,3,0,2,2,3,1,0,3,2
348,0,1,0,0,2,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,0,2,1,3,3,0,3,2,0,2,1,2,3,2,1,0,3,2,2,1,1,3,1,3
349,0,1,1,3,3,3,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,6,4,0,0,0,1,3,1,3,2,1,2,2,1,3,3,3,0,3,3,0,2,0,2,0,0,0,0,0
350,0,1,0,0,2,1,5,0,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,1,2,0,1,0,3,0,1,3,0,3,2,3,1,0,2,0,0,2,1,0,0,1,2
351,0,1,1,3,3,3,0,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,0,2,3,3,3,1,3,1,0,0,3,3,1,1,3,3,1,1,2,3,0,0,1,2,2
352,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,2,0,1,3,0,2,0,3,0,2,2,0,3,1,3,2,0,2,0,0,3,1,3,3,0
353,0,0,2,2,0,2,6,2,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,1,3,1,3,3,0,2,3,3,1,1,3,2,0,0,1,3,0,1,1,2,2,3,1,0
354,0,0,1,1,1,5,2,4,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,3,3,2,0,2,1,3,1,0,0,3,3,2,0,1,0,2,2,1,0,0,1,2,1,3
355,0,1,0,0,4,4,1,7,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,3,4,5,5,7,0,0,3,2,0,0,2,1,1,0,1,0,1,1,1,1,1,3,1,1,2,1,0,2,3,1,2
356,0,0,1,1,1,0,4,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,2,0,2,1,0,0,0,1,2,2,3,1,1,3,1,0,2,2,2,3,1,1,1,1,0,2,3,0,1,3,1,3
357,0,0,2,2,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,1,1,5,5,7,0,0,0,2,3,3,0,3,1,3,0,2,0,0,3,0,1,1,3,0,3,1,3,2,0,1,3
358,0,1,0,0,2,1,3,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,3,0,2,1,6,0,0,2,2,1,3,3,3,1,2,2,0,3,3,0,3,0,2,2,0,3,2,1,1,1,3,2
359,0,1,0,3,2,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,0,0,2,1,6,0,0,2,2,0,0,1,0,2,2,3,2,1,3,3,0,3,0,0,3,3,3,1,3,3,1,0
360,0,0,2,2,4,4,1,7,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,1,0,5,5,7,0,0,1,1,2,1,0,3,2,1,0,3,2,2,2,3,2,2,2,0,1,1,0,3,1,3,2
361,0,1,1,1,1,0,4,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,2,0,1,6,0,0,0,2,1,2,3,0,0,0,1,1,1,0,2,2,3,3,1,0,2,0,3,0,1,1,1,1
362,0,0,2,2,0,2,6,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,1,0,0,1,2,0,0,2,2,3,3,3,1,3,3,1,0,0,0,0,2,1,2,2,1,0,3,1
363,0,0,2,2,0,2,6,2,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,2,3,2,3,2,0,0,1,3,3,3,0,0,2,1,0,0,1,0,3,0,3,0,1,1
364,0,1,1,3,3,0,4,1,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,0,3,1,6,0,0,0,1,1,2,0,1,2,0,0,2,0,3,0,1,3,2,0,1,3,2,0,3,1,3,2,0
365,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,2,2,3,3,1,3,1,2,0,3,1,0,0,2,1,3,2,3,1,2,1,1,0,3,2
366,0,0,1,1,1,0,4,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,2,0,2,1,1,0,0,0,0,0,3,2,3,2,0,0,0,0,1,3,2,2,1,1,1,3,0,0,2,1,1,3
367,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,3,6,0,0,0,3,1,1,2,2,2,1,3,3,0,2,0,2,2,1,1,3,0,1,1,3,0,3,3
368,0,0,2,2,0,2,6,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,2,1,2,2,3,0,0,0,2,1,0,3,2,1,3,0,3,1,0,0,3,3,0,2,0
369,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,2,0,3,1,3,1,0,0,0,2,3,1,0,0,3,3,2,2,1,3,1,0,3,3,1
370,0,0,2,2,0,2,6,2,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,0,2,3,3,1,2,3,2,0,2,2,2,0,0,3,1,0,1,3,1,0,0,0,3,2
371,0,0,1,1,1,0,4,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,2,0,2,6,0,0,0,1,3,1,2,3,2,1,0,2,3,1,2,0,3,0,0,1,2,1,0,2,2,2,2,2
372,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,1,3,1,2,1,0,3,2,1,2,2,0,0,2,0,1,3,2,0,1,3,0,0,2
373,0,0,2,2,4,4,1,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,0,2,1,7,0,0,0,2,0,3,0,0,0,0,2,1,1,3,2,0,2,1,1,0,0,1,3,3,2,1,3
374,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,2,2,0,2,2,1,2,3,3,1,1,0,3,1,1,1,3,2,1,3,1,1,3,0,1
375,0,0,2,2,0,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,3,0,0,0,0,0,1,1,0,2,3,3,2,0,3,2,1,0,0,2,1,1,3,2,2
376,0,0,2,2,1,0,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,0,2,1,1,0,0,0,3,0,0,0,0,3,1,1,0,3,3,1,2,2,3,1,2,1,2,1,3,3,3,1
377,0,0,2,2,0,4,1,2,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,1,5,5,7,0,0,3,1,1,3,3,2,2,0,3,0,0,3,0,0,1,3,0,2,2,1,2,2,3,2,3
378,0,0,2,2,0,2,6,2,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,1,2,0,1,3,2,0,1,2,3,1,0,1,0,2,1,0,1,1,1,2,2,2,1,3
379,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,0,3,2,3,3,0,1,1,0,2,2,1,2,2,3,2,2,2,0,0,3,3,0,0,0
380,0,0,1,1,1,5,2,4,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,0,3,1,3,3,2,2,1,1,2,2,2,2,0,2,1,1,0,3,1,2,3,3,1,1
381,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,0,0,2,1,0,0,0,3,2,0,0,1,1,0,2,3,1,2,1,0,0,0,3,1,2,0,1,2,3,3,3,2
382,0,1,1,3,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,6,0,0,3,3,1,0,1,2,0,2,1,0,2,0,3,1,3,2,0,2,1,3,1,2,1,2,1
383,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,2,0,2,1,3,1,0,3,1,2,0,2,0,2,3,0,2,3,0,0,1,0,1,3,0
384,0,1,0,3,3,0,3,5,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,2,1,6,0,0,3,0,2,2,1,2,3,3,2,0,3,2,0,2,3,0,0,1,1,3,2,3,3,3,3
385,0,0,1,1,1,5,2,4,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,0,0,1,3,2,3,0,2,0,1,1,2,0,3,2,2,1,2,2,0,0,0,0,3,0
386,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,3,3,0,2,3,2,3,2,0,0,3,2,2,3,1,3,2,2,3,3,3,1,0,1,2
387,0,0,2,2,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,4,5,5,7,0,0,2,0,0,1,1,3,1,2,1,1,2,1,3,2,1,3,2,3,0,2,2,2,1,2,0
388,0,1,1,3,3,3,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,6,4,0,0,3,2,3,3,0,0,2,0,3,3,2,0,3,3,3,2,2,0,2,2,1,0,1,3,1
389,0,1,0,3,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,6,0,0,1,1,1,3,3,2,0,1,3,2,3,3,3,0,3,0,2,2,1,2,3,3,2,2,1
390,0,1,1,3,3,0,0,1,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,2,2,1,3,3,1,1,2,3,0,0,0,1,2,1,0,0,0,1,3,0,3,2,2,0
391,0,1,0,0,2,1,5,0,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,3,4,5,5,3,0,0,0,2,0,1,1,3,2,2,3,3,1,1,2,0,3,3,3,2,2,3,2,3,0,2,1
392,0,0,2,2,0,2,6,2,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,5,5,7,0,0,3,3,2,2,1,2,1,0,3,0,3,1,2,0,1,0,2,0,1,3,0,0,1,2,3
393,0,1,0,3,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,6,0,0,0,1,1,2,0,3,2,1,3,0,2,2,1,2,3,2,3,0,3,0,1,2,0,2,3
394,0,0,2,2,0,2,6,2,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,0,3,1,3,0,0,2,0,2,2,1,3,3,0,1,2,2,2,2,1,1,1,0,2,3
395,0,1,1,3,3,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,0,1,1,2,2,1,1,3,0,1,1,3,0,3,3,3,3,2,3,3,3,0,0,2,2
396,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,0,0,2,1,0,0,0,2,3,1,2,2,2,3,0,1,3,1,3,0,3,1,0,0,0,0,1,1,0,3,1,2
397,0,0,2,2,0,2,6,2,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,2,1,3,2,2,1,3,2,1,3,3,3,1,1,1,2,2,0,3,0,2,1,1,2,0
398,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,3,1,1,3,1,3,1,2,3,3,2,1,1,3,1,2,2,3,3,0,1,2,1,2,0
399,0,1,0,0,2,1,5,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,1,2,2,2,1,1,2,1,0,2,1,0,0,0,1,3,1,1,2,1,3,0,0,2
400,0,1,1,3,3,3,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,0,0,0,0,3,3,3,2,0,2,0,0,3,3,2,1,1,1,3,0,0,1,2,0,0,3,0,2
401,0,0,2,2,0,2,6,2,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,2,0,1,0,2,1,3,1,1,1,1,1,1,2,0,1,2,0,2,1,2,3,1,1,0
402,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,1,0,0,3,2,2,1,1,3,0,1,1,3,2,2,2,3,1,1,3,3,2,3,2,2
403,0,0,1,1,1,5,2,4,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,3,0,1,1,0,3,0,0,2,0,0,0,1,2,1,1,0,1,3,3,3,1,3,2,0
404,0,0,2,2,4,4,1,7,108,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,1,0,5,5,7,0,0,1,2,3,2,1,0,2,1,3,0,2,2,0,2,3,3,2,1,0,0,3,3,0,0,1
405,0,0,1,1,1,5,2,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,1,0,3,1,1,3,2,3,3,1,2,2,0,0,0,1,1,1,1,0,1,2,0,3,3
406,0,1,0,0,2,1,5,0,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,3,4,5,5,3,0,0,0,1,0,2,0,1,2,0,0,3,3,3,3,2,2,3,3,3,0,2,2,2,1,3,2
407,0,0,2,1,1,0,4,6,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,2,1,0,2,1,1,0,0,1,3,3,2,3,2,0,3,1,2,0,3,3,3,0,1,2,1,0,0,3,0,1,1,3
408,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,2,1,3,1,2,2,2,2,1,3,0,3,2,3,2,2,0,1,1,0,0,0,1,1,1
409,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,1,0,1,0,2,2,2,0,0,2,1,2,2,0,1,0,3,2,2,0,1,2,2,0,1
410,0,0,1,1,1,5,2,4,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,2,1,2,2,2,1,1,0,2,1,3,0,0,2,2,1,0,2,0,3,2,0,3,2
411,0,0,1,1,1,0,4,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,2,0,2,6,0,0,0,2,3,3,0,2,1,2,1,2,1,2,3,3,2,3,3,2,0,3,1,1,0,3,3,2
412,0,0,2,2,4,4,1,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,0,2,1,7,0,0,1,2,2,1,3,2,0,3,2,3,1,0,3,0,0,1,0,0,2,2,0,0,0,0,2
413,0,1,0,0,2,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,3,2,3,1,3,2,1,2,2,3,2,0,3,3,0,2,0,3,3,1,0,1,2,3
414,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,1,0,0,0,1,2,1,1,2,3,0,3,1,3,1,2,3,0,3,2,3,1,1,1,0,1,2,2,3
415,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,2,1,2,0,1,2,1,2,0,2,0,1,2,1,2,3,2,3,0,3,3,3,2,2,0
416,0,1,1,3,3,0,0,1,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,0,2,6,0,0,0,3,0,0,1,1,1,3,1,2,1,0,1,3,3,0,3,1,1,3,3,2,0,1,2,0
