,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
357,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,2,2,2,2,0,0,1,0,1,0,2,2,0,0,2,2,2
358,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,2,0,1,1,2,0,2,2,1,0,1,2,2,1,0,0,2
359,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,2
360,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,0,1,2,1,1,1,2,0,2,0,2,2,0,1,2,2,2
361,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,20,0,0,0,1,0,2,1,0,2,1,1,2,1,1,2,0,0
362,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,1,2,2,0,2,1,1,0,2,0,0,2,0,2,0,2,1
363,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,9,1,1,2,0,1,0,2,2,1,0,1,0,2,1,1,2,0
364,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,1,0,2,1,0,1,1,1,1,0,2,0,0,0,2,1
365,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,0,2,1,0,0,0,0,0,0,0,2,2,2,1,2,0,1
366,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,12,0,0,2,2,2,2,1,0,1,0,1,1,0,0,0,2,0
367,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,3,1,0,1,4,0,0,2,0,1,0,2,0,0,1,1,1,0,1,2,2,2
368,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,2,0,1,2,2,0,1,1,1,2,0,0,2,0,1,2,0
369,0,1,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,0,1,2,1,2,0,0,1,2,2,0,1,1,2,1,2
370,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,0,2,1,0,1,2,2,0,1,2,2,1,1,1,2,1,1
371,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,2,1,1,3,1,0,1,-1,0,2,1,2,1,0,0,1,2,2,0,0,0,2,0,0,1
372,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,2,1,1,1,1,0,0,1,2,0,2,2,2,2,1,2,0
373,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,2,1,1,3,1,0,1,-1,2,1,1,0,0,2,2,2,2,0,2,1,2,0,1,2,2
374,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,0,1,2,0,0,2,2,1,0,0,0,0,0,1,2,1,0
375,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,1,3,1,0,1,4,2,2,1,0,2,2,2,1,0,0,2,1,2,2,0,1,2
376,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,1,2,1,0,2,1,2,0,0,0,2,0,0,0,0,2,0
377,0,1,1,0,0,1,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,1,1,1,1,2,0,0,0,0,2,0,2,2,2,1,2,2
378,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,0,4,0,15,0,1,0,2,1,0,1,2,2,2,0,2,0,0,0,2,0
379,0,0,2,1,3,2,6,7,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,2,3,1,3,2,0,29,2,0,0,2,0,1,1,1,0,1,1,2,0,1,1,1,2
380,0,0,2,1,3,2,4,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,19,2,1,2,1,0,1,1,2,0,2,0,1,2,2,0,2,0
381,0,0,0,2,1,4,5,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,1,2,0,2,2,2,1,1,1,1,2,2,2,1,1,1
382,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,2,1,1,1,2,2,0,1,2,1,0,1,0,2,1,2,1
383,0,0,2,1,3,2,4,2,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,18,2,2,2,1,0,2,1,2,1,1,2,1,2,1,2,0,0
384,0,1,1,3,4,3,3,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,-1,0,2,2,2,0,2,1,0,2,2,2,0,2,2,1,2,1
385,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,2,1,0,0,1,0,1,2,0,0,2,1,1,1,2,2,1
386,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,2,1,2,0,1,1,2,0,2,1,1,0,1,0,1,2,2
387,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,1,1,2,2,0,2,1,2,1,2,1,1,0,0,2,2,0
388,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,1,1,0,2,2,1,2,0,0,0,1,2,2,0,0,2,0
389,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,13,2,1,0,1,1,1,1,2,0,2,0,2,0,2,0,0,1
390,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,0,0,1,2,2,2,2,0,1,2,0,2,0,1,0,0,1
391,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,2,2,1,1,2,0,2,1,0,1,2,2,0,1,2,0,2
392,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,1,1,1,1,2,0,1,0,2,0,2,1,0,1,1,0,0
393,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,2,0,0,2,0,1,1,1,1,0,0,2,0,1,0,2,1
394,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,3,2,2,2,0,0,0,0,2,0,1,1,0,1,0,0,0,0
395,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,0,1,1,1,1,2,1,2,0,2,2,2,1,2,1,1,2
396,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,2,2,0,2,0,1,0,2,2,0,2,2,0,2,0,2,0
397,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,9,2,1,1,2,0,2,0,1,1,2,1,1,1,2,0,0,1
398,0,1,0,3,4,3,3,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,10,2,0,1,0,2,0,2,2,0,1,0,2,0,1,2,0,2
399,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,2,1,2,0,2,0,1,1,0,1,1,0,1,0,1,2,1
400,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,0,0,2,0,1,2,1,0,0,2,1,1,2,2,0,2,1
401,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,0,1,2,0,2,2,0,0,2,1,2,1,2,0,2,0,0
402,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,0,0,0,1,0,2,2,2,1,2,1,1,0,0,0,1
403,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,13,2,0,0,2,2,2,2,2,1,0,0,0,1,1,1,2,0
404,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,0,0,0,1,1,1,1,0,1,2,1,2,1,1,2,2,2
405,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,-1,2,0,1,2,2,0,1,1,0,1,2,0,0,2,0,0,2
406,0,0,2,1,1,5,6,1,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,0,1,0,2,5,0,1,0,-1,1,0,1,2,0,0,2,2,0,1,2,0,1,0,1,2,0
407,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,1,0,2,5,0,1,0,-1,0,2,1,1,0,2,2,1,1,1,1,0,2,1,0,2,0
408,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,0,2,0,0,1,0,1,1,1,1,2,1,1,0,0,2,2
409,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,1,2,0,2,2,2,2,1,0,1,1,2,2,0,2,1,0,0
410,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,0,0,2,2,2,1,2,0,2,2,0,1,1,1,1,1,0
411,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,0,2,4,5,0,-1,2,1,1,2,2,2,1,0,2,0,1,0,0,1,1,2,0
412,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,2,1,0,1,1,1,0,1,2,0,0,0,1,0,2,0,2
413,0,0,0,2,2,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,1,3,1,5,0,1,0,-1,1,0,2,2,2,1,0,0,2,0,1,0,2,1,0,2,1
414,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,2,2,2,2,2,0,0,1,0,0,0,0,0,0,2,2,2
415,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,2,2,0,1,2,0,1,2,1,0,1,0,0,0,2,0,0
416,0,1,1,0,0,1,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,0,0,1,1,1,1,1,2,1,1,0,2,1,0,1,0
417,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,1,1,2,2,1,0,2,2,2,1,1,1,0,2,1,1,1
418,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,2,0,0,2,1,2,0,0,1,1,2,1,2,0,1,0,1
419,0,0,2,1,1,4,5,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,3,1,3,2,0,-1,2,2,2,0,2,2,0,0,1,0,2,1,2,2,0,2,2
420,0,1,0,2,2,0,2,5,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,1,2,0,0,2,0,0,1,0,1,2,0,0,1,2,2,0
421,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,0,4,0,-1,2,1,0,2,1,0,0,2,0,2,0,2,0,0,1,2,2
422,0,0,2,1,3,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,0,2,0,1,0,1,2,2,2,1,0,1,0,0,1,2,0
423,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,1,2,1,1,0,2,2,1,1,0,0,1,0,2,2,0,1
424,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,1,0,1,2,2,1,0,1,1,2,1,0,2,2,0,2,2
425,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,1,0,2,2,1,2,0,2,2,1,1,2,2,0,0,1,2,2
426,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,0,0,2,1,0,2,1,1,0,0,0,0,1,1,2,0,0
427,0,1,1,3,4,3,3,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,10,0,2,2,1,0,2,1,0,1,1,1,1,2,1,2,0,0
428,0,0,2,1,1,5,6,1,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,2,2,2,2,2,2,1,0,2,1,0,1,2,1,2,2,0
429,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,0,2,4,5,0,25,2,1,1,0,0,2,2,1,1,1,2,0,2,2,0,1,0
430,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,0,1,1,0,1,2,1,0,0,1,0,2,2,2,1,0,1
431,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,1,1,1,2,2,0,1,2,1,0,2,2,1,2,0,0,1
432,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,0,1,1,0,1,2,1,0,0,0,2,1,0,1,2,0,0
433,0,0,0,2,1,5,0,6,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,1,1,0,0,2,1,0,1,0,0,0,1,2,1,1,2
434,0,0,2,1,3,2,4,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,19,2,1,0,0,1,2,2,0,0,0,2,1,0,0,2,2,0
435,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,2,0,2,1,2,2,0,1,0,1,1,0,0,0,1,1,0
436,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,2,0,1,1,1,0,1,1,2,1,0,0,0,0,0,2,1
437,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,12,1,1,2,1,2,0,2,1,2,2,2,0,1,0,2,0,1
438,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,0,2,0,2,1,2,2,1,2,0,1,2,1,2,2,2,2
439,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,1,1,2,1,2,0,2,2,0,0,0,0,0,2,0,0
440,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,2,0,2,1,2,0,2,0,2,1,2,0,0,2,0,1
441,0,0,0,2,2,5,0,6,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,0,1,0,1,2,2,1,1,2,2,1,2,0,1,0
442,0,0,0,2,1,5,0,6,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,0,1,2,2,0,2,0,2,1,2,0,0,2,0,0
443,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,1,2,2,0,0,2,1,2,0,0,0,1,0,2,0,2,0
444,0,0,2,1,3,2,4,2,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,18,2,0,0,0,2,0,1,0,2,2,0,0,2,0,1,0,0
445,0,1,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,1,1,1,2,0,2,1,1,0,0,1,0,2,1,0,0,2
446,0,0,0,3,4,3,0,6,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,2,3,1,3,6,3,0,10,0,0,0,2,0,0,2,1,0,0,2,0,0,1,0,0,2
447,0,0,2,1,1,5,6,1,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,2,2,1,1,1,1,0,1,2,2,2,2,2,0,0,0,1
448,0,1,1,0,0,1,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,1,1,0,2,1,1,0,1,1,1,2,0,2,1,2,2,1
449,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,0,0,1,0,0,2,2,1,0,1,0,1,2,2,0,1
450,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,0,1,1,2,2,2,0,1,1,1,0,1,0,1,0,2,2
451,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,1,2,1,2,1,1,0,0,2,2,1,1,2,0,1,1,2
452,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,1,1,1,1,2,2,2,2,2,0,2,0,2,2,1,0,0
453,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,2,2,1,0,1,0,2,0,0,1,1,0,2,0,0,1,2
454,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,2,2,2,0,1,1,0,1,1,0,2,2,1,0,1,2,2
455,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,1,2,2,0,2,1,0,1,2,0,2,0,1,2,2,2,2
456,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,2,0,2,1,0,2,2,1,0,0,1,1,1,0,1
457,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,3,2,0,1,0,0,0,2,2,0,0,0,0,0,1,2,0,0
458,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,0,0,0,2,2,0,1,1,2,2,0,0,2,1,0,2
459,0,0,2,1,3,2,4,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,-1,2,1,0,2,2,2,2,1,1,0,2,2,2,2,2,2,1
460,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,1,0,2,2,1,2,0,1,1,1,0,1,2,1,1,2,0
461,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,1,2,1,0,0,2,1,0,1,2,1,1,2,1,0,0,1
462,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,4,1,1,0,2,1,0,1,2,0,1,2,1,2,0,2,1,0
463,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,1,0,1,1,2,1,2,0,0,2,0,0,2,2,2,0,0
464,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,1,2,2,0,1,2,2,1,0,1,2,1,0,0,0,1,0
465,0,0,2,1,3,4,5,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,3,1,3,2,0,-1,0,1,1,2,2,2,1,1,0,2,1,1,0,2,1,2,1
466,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,2,0,0,0,2,0,0,2,0,2,2,1,1,0,2,1
467,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,2,2,0,0,2,0,1,2,1,2,1,1,2,1,0,2
468,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,2,0,1,1,1,1,0,0,0,2,0,1,0,2,1,0,0
469,0,1,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,1,0,0,0,1,0,1,1,2,2,2,1,2,0,2,1
470,0,0,2,1,3,2,4,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,19,0,0,0,2,1,2,2,0,0,0,2,1,0,0,1,2,2
471,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,2,0,2,0,1,1,2,0,1,2,2,1,0,2,0,1,2
472,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,1,1,0,1,1,2,1,1,0,1,1,0,1,2,2,2,0,0
473,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,1,0,2,0,2,2,1,0,2,0,0,0,2,2,1,0,1
474,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,0,1,0,0,1,2,1,1,0,1,0,1,0,2,2,2
475,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,1,1,1,1,2,2,1,2,1,0,2,2,1,0,2,2,2
476,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,0,2,1,0,1,1,1,2,0,2,2,1,2,1,1,1
477,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,0,1,2,0,1,0,2,0,0,2,0,2,1,2,2,2,2
478,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,0,0,1,0,0,1,1,0,1,2,2,1,0,0,1,1
