,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
365,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,4,2,0,0,0,2,2,3,3,1,3,1,2,0,3,1,0,0,2,1,3
366,0,1,2,2,4,4,6,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,0,0,0,3,2,3,2,0,0,0,0,1,3,2,2,1
367,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,0,3,1,1,2,2,2,1,3,3,0,2,0,2,2,1
368,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,2,1,2,2,3,0,0,0,2,1,0,3,2,1,3,0
369,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,2,0,3,1,3,1,0,0,0,2,3,1,0,0,3,3
370,0,1,0,0,0,2,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,2,3,3,1,2,3,2,0,2,2,2,0,0,3,1
371,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,1,3,1,2,3,2,1,0,2,3,1,2,0,3,0,0
372,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,1,3,1,2,1,0,3,2,1,2,2,0,0,2,0
373,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,1,4,2,0,0,0,0,2,0,3,0,0,0,0,2,1,1,3,2,0,2,1
374,0,0,1,3,3,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,2,2,0,2,2,1,2,3,3,1,1,0,3,1,1,1
375,0,1,0,0,0,2,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,0,0,0,0,0,1,1,0,2,3,3,2,0,3,2
376,0,1,0,0,4,4,6,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,3,4,2,0,0,0,0,3,0,0,0,0,3,1,1,0,3,3,1,2,2,3
377,0,1,0,0,0,2,2,0,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,1,2,1,5,5,1,0,0,3,1,1,3,3,2,2,0,3,0,0,3,0,0,1,3
378,0,1,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,2,0,1,3,2,0,1,2,3,1,0,1,0,2,1
379,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,3,2,3,3,0,1,1,0,2,2,1,2,2,3,2
380,0,1,2,2,4,0,3,1,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,3,1,3,3,2,2,1,1,2,2,2,2,0,2,1
381,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,3,0,4,2,7,0,0,3,2,0,0,1,1,0,2,3,1,2,1,0,0,0,3
382,0,0,1,1,1,3,4,7,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,4,3,1,5,0,0,3,3,1,0,1,2,0,2,1,0,2,0,3,1,3,2
383,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,2,0,2,1,3,1,0,3,1,2,0,2,0,2,3,0
384,0,0,1,1,1,4,4,2,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,4,3,1,5,0,0,3,0,2,2,1,2,3,3,2,0,3,2,0,2,3,0
385,0,1,2,2,4,0,3,1,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,0,1,3,2,3,0,2,0,1,1,2,0,3,2,2
386,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,4,2,0,0,0,3,3,0,2,3,2,3,2,0,0,3,2,2,3,1,3
387,0,1,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,1,2,2,5,1,0,0,2,0,0,1,1,3,1,2,1,1,2,1,3,2,1,3
388,0,0,2,1,1,3,0,7,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,2,3,3,0,0,2,0,3,3,2,0,3,3,3,2
389,0,0,1,1,1,3,4,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,4,3,1,2,0,0,1,1,1,3,3,2,0,1,3,2,3,3,3,0,3,0
390,0,0,2,1,1,3,0,3,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,2,2,1,3,3,1,1,2,3,0,0,0,1,2,1,0
391,0,0,1,3,3,5,5,5,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,1,1,2,2,5,1,0,0,0,2,0,1,1,3,2,2,3,3,1,1,2,0,3,3
392,0,1,0,0,0,2,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,3,2,2,1,2,1,0,3,0,3,1,2,0,1,0
393,0,0,1,1,1,3,4,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,4,3,1,2,0,0,0,1,1,2,0,3,2,1,3,0,2,2,1,2,3,2
394,0,1,0,0,0,2,1,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,3,1,3,0,0,2,0,2,2,1,3,3,0,1,2
395,0,0,2,1,1,3,0,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,0,1,1,2,2,1,1,3,0,1,1,3,0,3,3,3
396,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,3,0,4,2,7,0,0,2,3,1,2,2,2,3,0,1,3,1,3,0,3,1,0
397,0,1,0,0,0,2,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,2,1,3,2,2,1,3,2,1,3,3,3,1,1,1,2
398,0,0,2,1,1,3,0,7,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,1,1,3,1,3,1,2,3,3,2,1,1,3,1,2
399,0,0,1,3,3,1,5,5,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,1,2,2,2,1,1,2,1,0,2,1,0,0,0,1
400,0,0,2,1,1,3,0,7,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,3,3,3,2,0,2,0,0,3,3,2,1,1,1,3
401,0,1,0,0,0,2,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,2,0,1,0,2,1,3,1,1,1,1,1,1,2,0,1
402,0,0,2,1,1,3,0,7,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,0,0,3,2,2,1,1,3,0,1,1,3,2,2,2
403,0,1,2,2,4,0,3,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,3,0,1,1,0,3,0,0,2,0,0,0,1,2,1,1
404,0,1,0,0,2,5,2,0,108,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,1,2,4,5,1,0,0,1,2,3,2,1,0,2,1,3,0,2,2,0,2,3,3
405,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,0,3,1,1,3,2,3,3,1,2,2,0,0,0,1
406,0,0,1,3,3,5,5,5,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,1,1,2,2,6,1,0,0,0,1,0,2,0,1,2,0,0,3,3,3,3,2,2,3
407,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,1,2,0,3,4,2,0,0,0,1,3,3,2,3,2,0,3,1,2,0,3,3,3,0,1
408,0,0,1,3,3,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,2,1,3,1,2,2,2,2,1,3,0,3,2,3,2,2
409,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,0,1,0,2,2,2,0,0,2,1,2,2,0,1,0
410,0,1,2,2,4,0,3,1,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,2,1,2,2,2,1,1,0,2,1,3,0,0,2,2
411,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,2,3,3,0,2,1,2,1,2,1,2,3,3,2,3,3
412,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,1,4,2,1,0,0,1,2,2,1,3,2,0,3,2,3,1,0,3,0,0,1
413,0,0,1,3,3,1,5,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,3,2,3,1,3,2,1,2,2,3,2,0,3,3,0
414,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,1,2,1,1,2,3,0,3,1,3,1,2,3,0,3,2
415,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,4,2,0,0,0,2,1,2,0,1,2,1,2,0,2,0,1,2,1,2,3
416,0,0,2,1,1,4,0,3,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,3,0,0,1,1,1,3,1,2,1,0,1,3,3,0,3
417,0,1,0,2,4,0,3,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,2,3,1,0,3,3,1,2,2,3,2,2,2,3,3
418,0,0,2,1,1,3,0,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,1,2,2,2,1,3,3,0,3,1,0,3,3,1,0
419,0,1,2,2,4,0,6,1,85,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,4,2,7,0,0,0,2,1,3,2,0,0,1,1,0,2,0,3,1,0,3
420,0,0,1,3,3,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,3,0,1,1,1,2,2,5,1,0,0,0,3,3,0,0,1,2,0,1,3,3,3,0,0,3,1
421,0,1,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,2,2,5,1,0,0,3,1,1,1,2,0,0,3,2,1,0,0,1,1,3,1
422,0,0,1,3,3,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,2,1,3,1,0,0,1,1,2,0,3,1,1,2,3,2
423,0,0,1,3,3,1,5,5,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,2,2,2,1,3,0,2,3,3,2,0,1,1,1,3
424,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,3,2,2,2,1,0,1,0,3,3,1,1,3,3,3,3
425,0,0,1,3,3,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,0,1,1,1,2,2,5,1,0,0,3,2,3,1,0,0,1,1,3,1,3,3,2,3,2,0
426,0,0,1,3,3,1,5,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,3,0,1,1,0,0,0,0,2,3,2,0,3,2,1
427,0,1,2,2,4,4,6,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,1,1,2,0,1,2,3,3,0,3,0,2,0,2,1,1
428,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,3,3,3,1,1,1,3,2,2,1,2,3,1,0,2,3
429,0,0,2,1,1,3,0,7,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,1,1,1,3,0,2,3,3,2,1,0,3,0,3,1
430,0,0,2,1,1,4,6,3,-1,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,3,0,1,4,7,0,0,2,2,2,1,0,2,2,1,3,0,3,0,0,1,0,1
431,0,0,2,1,1,3,0,3,110,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,2,0,3,3,2,0,2,1,0,2,2,1,1,3,2,3
432,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,3,3,3,1,0,3,2,1,0,2,2,1,1,2,3,2
433,0,0,1,3,3,1,4,2,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,0,3,0,0,1,3,1,0,0,2,3,1,2,1,3,3
434,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,1,1,0,2,1,1,2,1,1,0,2,0,0,1,3,1
435,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,3,0,4,2,7,0,0,1,2,2,3,1,2,1,1,0,2,2,0,2,0,3,0
436,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,2,0,1,1,3,0,2,0,1,3,0,0,2,3,3,2
437,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,0,2,0,0,0,1,2,2,0,3,2,3,0,3,3
438,0,0,2,1,1,3,0,7,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,2,2,1,0,1,3,3,2,1,2,0,0,1,3,0
439,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,2,1,4,2,0,0,0,2,3,3,0,1,3,3,3,0,0,2,1,3,0,1,2
440,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,5,2,0,0,0,0,3,2,1,0,1,0,1,2,3,3,1,0,0,1,3
441,0,1,2,2,4,4,6,3,111,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,2,0,0,2,0,3,4,2,7,0,0,1,2,1,1,3,2,0,3,2,0,1,1,1,3,2,3
442,0,1,1,3,2,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,2,2,5,1,0,0,1,0,3,2,2,3,3,3,1,1,2,2,0,1,1,0
443,0,0,2,1,1,3,0,7,61,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,2,1,3,3,3,1,0,3,1,2,1,2,3,0,3
444,0,0,2,2,4,4,6,3,112,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,0,2,0,3,4,2,7,0,0,1,2,2,2,2,3,2,3,0,3,1,3,3,0,3,1
445,0,1,0,0,2,5,2,0,108,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,1,2,4,5,1,0,0,3,3,0,0,1,2,0,0,0,3,2,1,2,2,0,3
446,0,0,1,3,3,1,5,5,113,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,2,3,0,3,3,0,2,3,3,1,3,0,0,3,1
447,0,1,2,2,4,0,6,1,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,5,0,0,2,0,3,4,2,0,0,0,1,2,1,1,0,3,0,2,1,2,0,2,1,1,1,1
448,0,1,0,2,4,0,3,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,3,2,3,3,3,1,2,1,1,0,3,3,3,0,3
449,0,0,1,3,3,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,3,0,1,0,2,1,0,2,2,0,2,3,3,2,0
450,0,1,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,2,2,3,1,2,2,2,1,3,1,2,0,2,1,1,0
451,0,0,1,3,3,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,3,2,0,3,1,3,2,3,3,2,2,2,3,0,2
452,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,2,1,1,3,3,0,3,2,3,0,2,0,3,0,1,2
453,0,0,2,1,1,3,0,7,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,0,3,2,0,1,3,3,0,0,1,3,0,1,1,2
454,0,0,2,1,1,4,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,3,0,4,2,7,0,0,2,0,1,3,0,1,0,1,0,1,2,2,1,3,3,2
455,0,1,1,3,2,5,2,0,114,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,2,2,5,1,0,0,3,1,2,0,2,1,0,2,1,2,2,1,2,0,0,0
456,0,1,2,2,4,4,6,3,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,0,4,4,7,0,0,0,2,2,0,3,2,1,2,2,2,0,0,1,2,3,0
457,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,2,3,3,2,2,3,3,1,2,0,1,3,0,3,0,3
458,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,2,2,1,0,3,3,1,3,0,1,0,3,3,0,1,3
459,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,0,2,1,3,2,3,3,3,2,3,1,0,1,1,1,0
460,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,1,0,0,1,1,1,0,3,1,3,2,2,2,1,1
461,0,0,2,1,1,3,0,7,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,2,2,2,1,0,0,3,1,0,0,3,0,2,3,1,0
462,0,0,1,1,1,3,4,2,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,3,4,3,1,5,0,0,0,1,1,0,1,2,1,1,0,1,2,3,1,3,2,1
463,0,1,2,2,4,0,3,1,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,7,0,0,3,3,2,2,0,3,2,2,1,2,2,3,3,0,3,1
464,0,0,2,1,1,3,0,7,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,2,2,2,1,1,0,3,2,2,1,0,3,3,1,0,3
465,0,0,2,1,1,3,0,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,3,2,2,2,2,3,3,2,2,3,0,1,0,2,1,0
466,0,1,0,0,0,2,1,4,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,2,0,1,3,2,2,2,2,0,2,1,1,3,3,3
467,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,0,2,0,1,2,3,1,3,1,2,3,3,0,3,1,0
468,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,1,1,0,1,2,2,3,0,1,0,0,0,1,3,2
469,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,2,0,3,1,1,1,3,3,3,0,2,3,2,0,2,3
470,0,0,1,3,3,1,4,2,18,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,1,3,2,3,1,3,2,2,0,1,3,0,3,2,0,3
471,0,1,0,2,4,0,3,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,2,2,2,0,0,1,1,2,2,3,3,0,2,1,1
472,0,1,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,3,0,1,3,3,1,0,3,3,0,0,1,3,1,1
473,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,2,1,4,2,0,0,0,2,2,1,3,0,1,0,3,3,1,0,2,2,2,0,3
474,0,0,2,1,1,3,0,7,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,2,1,2,0,0,2,0,3,0,3,3,0,2,0,2,1
475,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,5,2,0,0,0,2,3,0,2,0,1,3,0,1,0,0,2,2,0,2,3
476,0,0,1,3,2,5,2,0,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,2,4,5,1,0,0,0,1,0,3,0,0,2,3,3,0,1,2,2,1,0,2
477,0,1,0,2,4,0,3,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,0,1,3,0,1,2,1,2,1,0,1,3,0,2,3
478,0,0,2,1,1,3,0,7,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,2,2,0,2,3,0,3,3,2,0,2,1,2,3,3,2
479,0,0,1,3,3,1,5,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,0,3,1,0,0,3,2,2,3,1,1,1,1,0,0
480,0,0,2,2,4,4,6,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,0,1,4,7,0,0,1,2,1,1,2,2,1,2,1,1,0,3,0,3,2,1
481,0,1,2,2,4,0,3,1,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,3,2,3,1,0,2,1,3,2,3,1,1,2,1,2
482,0,1,2,2,4,4,6,3,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,1,3,2,0,1,0,3,2,1,3,2,3,2,2,2,3
483,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,1,1,1,1,3,0,0,2,3,0,0,2,0,3,1,0
484,0,1,2,2,4,4,6,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,3,1,4,7,0,0,0,1,3,3,2,0,0,3,2,1,3,3,3,2,2,1
485,0,1,0,0,0,2,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,3,1,2,3,3,1,1,2,3,0,3,1,3,1,3
486,0,0,2,1,1,3,0,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,1,2,0,0,2,0,3,2,0,0,0,1,2,0,0,2,2,0,3,2
487,0,1,0,0,2,5,2,0,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,1,2,2,5,1,0,0,1,3,3,2,1,1,0,2,3,1,1,2,1,1,0,3
488,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,0,1,3,0,2,3,1,3,1,0,0,2,0,2,1,0
489,0,1,2,2,4,0,3,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,1,3,0,1,2,2,3,1,3,2,2,0,3,0,1
