,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32
274,0,1,2,1,1,0,6,0,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,0,1,1,0,4,3,0,-1,2,0,0,0,0,1,1,1,2,2,1,1,0,0,2,1,2,2,0,1,0,1,1,1,0,2,1,0,0,0,0,2
275,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,1,2,1,0,1,2,1,1,0,2,2,2,0,1,1,0,2,1,2,2,1,1,0,1,0,0,2,1,1,1,0
276,0,1,0,3,2,2,3,5,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,1,0,0,4,4,1,1,2,1,0,2,1,2,1,1,0,1,0,1,2,2,0,1,2,0,1,1,2,2,0,1,0,2,2,2,2,1,2,0,1,2
277,0,0,1,2,0,1,0,7,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,1,1,3,1,2,2,1,-1,2,2,0,2,1,0,0,0,0,0,2,2,0,2,2,1,1,1,1,1,0,1,0,2,2,0,0,1,2,0,0,2
278,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,7,1,2,2,0,2,1,1,0,0,2,0,2,2,0,0,2,0,0,1,1,0,1,0,2,0,1,2,0,1,1,1,0,1,0
279,0,1,2,1,1,0,6,0,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,2,2,1,0,4,3,0,1,0,0,2,1,2,2,0,0,1,1,0,0,0,2,2,0,1,2,0,0,1,0,1,0,1,2,2,1,0,0,2,1
280,0,1,0,2,3,3,6,0,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,1,0,0,2,1,0,1,1,0,0,1,1,2,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,1,2
281,0,1,0,2,3,3,6,0,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,2,0,2,2,0,2,2,0,0,0,2,2,2,2,1,1,0,2,0,1,0,2,0,2,1,0,1,0,2,0,1,0
282,0,0,1,0,0,1,0,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,0,2,2,2,1,2,0,0,2,2,2,1,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0
283,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,-1,2,1,0,2,1,0,1,2,0,2,0,0,0,0,1,1,2,2,2,0,2,1,2,2,1,2,1,0,0,1,0,1
284,0,1,0,2,3,3,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,0,2,1,2,0,1,2,0,1,0,1,2,1,2,1,2,1,0,0,2,0,2,0,2,2,2,0,0,1,2,2,1
285,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,2,2,2,0,2,1,0,2,2,2,2,2,0,1,1,1,2,2,2,1,2,2,2,1,2,1,2,0,0,2,2
286,0,1,0,2,3,3,6,0,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,0,1,1,0,2,2,2,1,0,1,1,2,2,1,1,2,0,2,1,2,0,2,2,2,0,0,1,0,0,1,1,0
287,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,0,2,1,1,0,1,0,0,2,0,0,1,2,0,2,1,1
288,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,2,2,1,0,2,2,0,1,0,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,2,2,1,2,0,0,2,2,1
289,0,1,0,2,3,3,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,1,1,0,4,3,2,1,0,1,0,1,1,1,1,1,0,0,2,0,0,2,1,2,1,0,1,1,0,1,1,2,0,1,0,2,0,2,1,1
290,0,1,0,2,3,3,6,0,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,2,1,0,2,2,0,1,1,0,1,2,0,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,2,0,1,0,0
291,0,0,1,0,0,1,0,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,3,1,2,7,1,-1,1,0,1,2,2,0,2,1,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,1,1,0,2,0,0,1,2,2
292,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,2,0,0,1,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,0,1,2,0,1,1,0,1,2,2,2
293,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,0,0,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,2,1,2,1,2,1,2,1,0,2,2,2,0,1,1
294,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,0,2,1,2,0,0,2,2,0,1,2,1,2,2,2,2,0,2,2,1,1,1,2,0,2,1,1,2,2,2,0,1
295,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,0,0,0,1,2,2,2,1,1,2,1,1,0,0,2,2,0,1,0,2,0,2,0,2,1,0,1,2,0,1,1
296,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,0,1,1,1,1,1,2,2,2,2,0,2,0,0,2,0,2,2,0,0,2,0,0,1,0,1,2,0,1,2,2,2
297,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,1,2,1,0,2,0,0,0,0,0,1,0,2,1,2,0,0,1,2,2,1,1,2,0,0,1,2,0,1,2,2
298,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,0,2,0,2,1,2,1,1,0,1,1,1,0,2,2,2,2,0,0,2,2,0,2,2,0,2,1,0,1,2,1
299,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,2,0,2,1,1,2,2,2,2,1,2,1,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,2,0,1,1
300,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,1,3,1,2,2,1,-1,2,2,0,1,2,2,1,2,1,2,2,2,0,1,2,1,0,0,1,0,1,2,0,1,0,1,1,1,1,0,0,2
301,0,1,0,2,3,3,2,6,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,0,0,4,4,1,1,2,1,1,2,0,2,2,0,2,0,2,1,1,2,1,2,0,2,2,2,2,0,2,1,1,1,2,0,2,2,1,1,0,2
302,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,7,1,2,1,1,1,0,1,2,0,1,0,0,1,2,1,1,1,1,0,2,2,1,0,2,1,0,0,2,1,2,1,1,1,1
303,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,1,0,1,1,2,1,2,0,0,2,0,0,1,0,0,1,2,0,2,2,2,2,0,0,1,1,0,0,1,0,2,2
304,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,0,2,0,1,1,2,0,0,1,0,0,2,0,1,1,1,1,0,1,1,1,0,1,2,2,2,1,0,1,1,0,1
305,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,1,1,2,2,1,0,1,2,2,1,1,2,0,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,0,1,1,0
306,0,1,0,2,3,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,2,2,1,2,0,1,0,2,0,0,2,1,2,1,2,0,0,0,0,2,2,2,0,2,1,2,1,1,1,1,0,1
307,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,1,1,1,1,2,2,2,2,1,1,0,1,2,2,1,2,1,0,1,1,0,2,1,2,2,1,1,0,0,2,2,0
308,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,2,1,1,1,2,1,0,0,1,2,2,2,0,0,2,1,2,1,1,1,1,0,1,0,2,0,0,2,1,2,2,1
309,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,3,1,2,7,1,2,2,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,2,2,1,1,0,0,2,0
310,0,1,0,3,2,2,3,5,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,1,0,0,4,4,1,1,2,-1,1,2,1,1,2,0,0,1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,2,0,0,1,1,2,2,0,2,0
311,0,1,0,3,2,3,6,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,0,0,4,4,1,1,2,1,0,2,2,1,0,1,1,0,1,0,2,0,2,2,1,0,2,1,2,2,2,1,0,2,0,1,2,0,0,0,1,2
312,0,0,1,0,4,4,5,1,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,1,1,1,1,2,1,1,2,2,1,1,0,1,1,1,1,1,1,2,1,0,0,0,2,2,1,0,2,1,2,2
313,0,0,1,2,0,1,2,6,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,0,1,1,3,1,2,2,2,-1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,2,1,2,1,2,0,1,0,1,2,1,2,0,0,1,0,2,1
314,0,0,1,0,4,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,7,1,2,2,2,1,0,0,1,2,2,1,0,2,1,1,0,1,2,0,2,2,2,0,1,2,1,2,2,1,0,2,0,2,1
315,0,0,1,0,0,1,0,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,0,0,0,2,1,2,2,0,1,1,2,2,1,0,0,0,1,0,2,1,2,2,2,1,1,0,1,0,1,1,1,0
316,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,0,1,1,1,1,2,2,1,0,0,2,2,2,1,0,1,2,0,0,1,1,1,1,1,2,2,1,2,2,0,2,0
317,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,7,1,-1,0,2,1,0,1,2,2,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,2,0,1,1,2,2,2
318,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,2,0,2,1,0,2,1,1,2,0,2,0,0,0,0,1,2,0,2,0,0,2,2,0,2,0,0,0,1,0,0,1
319,0,0,1,2,0,5,4,3,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,0,1,1,3,0,4,3,1,1,0,0,2,0,2,1,2,2,2,1,2,1,1,1,2,1,0,1,2,2,1,1,2,2,2,1,0,0,2,0,2,1
320,0,0,1,0,0,1,0,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,1,2,1,1,0,2,1,1,2,2,1,1,0,0,1,2,1,1,1,1,1,2,0,0,2,2,1,1,1,1,0,2
321,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,0,2,2,1,1,2,2,1,1,2,2,1,1,2,0,1,1,0,0,0,0,2,1,1,2,2,1,1,2,1,1,0
322,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,0,0,2,1,1,1,1,0,2,2,0,1,0,1,0,1,0,0,2,1,2,1,0,2,0,0,2,2,2,1,0
323,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,2,2,2,2,1,1,0,0,2,1,1,0,2,1,1,2,0,1,1,0,0,1,1,0,2,2,2,1,1,1,0,0
324,0,1,0,3,2,3,2,6,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,0,0,4,4,1,1,2,1,0,2,1,0,0,0,0,1,2,2,2,0,0,1,0,0,2,2,0,1,2,2,1,1,2,1,1,1,2,2,2,2
325,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,2,1,0,0,1,1,2,0,2,1,2,2,0,0,2,2,2,1,0,1,1,1,2,1,2,0,0,2,1,0,0
326,0,1,0,3,2,3,6,2,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,1,0,0,4,4,1,1,2,1,1,2,2,1,1,0,2,0,1,1,0,0,2,1,1,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,2,0
327,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,2,2,2,1,0,0,0,1,1,2,0,1,0,0,1,1,0,0,2,1,2,1,2,0,2,2,2,2,1,1,2,0
328,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,1,0,1,2,0,0,0,2,0,0,1,0,2,1,1,1,2,1,1,0,1,1,0,0,1,1,2,1,0,0,2
329,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,2,0,2,0,2,0,0,2,2,1,2,1,1,0,1,1,1,2,0,1,2,1,1,1,1,2,2,2,2,2,0,1
330,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,2,0,0,1,2,1,0,1,1,0,0,2,2,0,1,2,0,1,1,1,2,1,1,0,2,1,0,2,1,0,0,2,1
331,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,1,1,2,0,0,2,1,1,0,1,2,1,2,2,0,0,2,2,1,2,0,1,0,2,2,1,2,1,1,0,1,2
332,0,1,2,2,3,5,6,0,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,0,1,1,0,4,3,0,1,1,2,0,0,0,1,2,1,2,2,1,1,2,0,1,2,0,1,2,2,2,1,0,2,1,1,1,0,1,2,2,0
333,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,2,0,2,2,0,0,0,0,1,2,2,0,1,1,2,2,2,2,0,0,2,2,2,1,0,2,2,2,2,1,0
334,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,2,2,0,0,2,0,1,0,2,2,2,1,2,2,2,2,2,1,0,1,0,1,2,2,0,0,0,2,1,1,2
335,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,1,0,2,0,0,1,0,0,1,2,2,1,1,2,2,0,2,1,2
336,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,2,2,2,1,2,1,1,0,1,2,1,2,2,0,1,0,1,1,0,0,0,2,0,1,2,2,0,2,1,1,2,1
337,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,2,1,2,0,2,2,1,2,0,2,0,0,0,2,1,0,1,1,2,0,1,1,0,0,1,2,2,0,0,1,0,2
338,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,3,1,2,7,1,2,0,2,2,2,2,0,1,1,1,2,1,2,1,2,0,0,1,0,1,1,2,2,0,0,1,2,2,2,0,2,1,0
339,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,2,1,1,1,0,2,0,2,0,2,1,2,2,2,1,1,0,0,1,2,0,2,0,1,2,1,0,0,1,0,0
340,0,0,1,0,0,1,0,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,0,2,1,2,0,1,2,0,2,2,2,0,1,0,2,0,2,0,1,1,0,0,1,2,1,1,1,1,1,0,0,2
341,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,1,2,0,0,0,2,0,2,1
342,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,-1,0,1,0,1,0,2,2,2,2,1,0,2,1,1,2,1,0,1,2,0,1,2,2,0,2,2,1,0,1,1,1,0
343,0,1,0,2,3,3,2,6,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,0,0,4,4,1,1,2,1,2,0,1,0,1,2,2,2,2,0,2,0,2,0,0,0,2,2,0,1,1,1,0,1,2,2,1,2,0,2,2,2
344,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,2,2,1,2,2,1,0,1,0,0,1,2,1,2,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,0,2
345,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,2,0,2,0,2,2,2,1,1,0,1,2,1,1,2,1,2,0,2,0,1,1,2,1,0,0,1,2,2,1,0,2,2
346,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,1,2,1,1,1,0,2,0,1,0,0,0,2,2,1,1,0,0,1,2,1,0,2,2,0,2,1,0,0,0,1
347,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,1,1,0,1,0,0,2,1,2,0,0,1,2,1,1,0,1,0,0,0,1,1,1,2,0,1,2,1,2,2,2
348,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,0,1,2,1,1,2,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,1,0,2,0,0,1,1,1
349,0,1,0,3,2,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,0,0,4,4,1,1,2,1,0,2,2,2,0,1,2,2,2,2,1,2,0,1,1,2,1,1,1,2,1,0,1,2,0,2,1,1,1,0,1,2
350,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,1,0,2,1,0,1,1,2,0,1,0,0,2,2,0,2,2,0,0,2,2,2,1,2,2,2,0,1,2,0,0,2
351,0,1,0,2,3,3,2,6,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,0,0,4,0,4,3,2,1,2,2,1,1,0,2,2,1,0,0,2,2,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
352,0,1,0,2,3,3,6,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,0,4,4,1,1,2,1,1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,2,0,0
353,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,0,1,0,1,0,0,0,1,2,1,0,1,2,2,2,2,0,0,0,2,2,2,0,1,0,2,1,2,2,2,1,0
354,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,2,0,2,2,0,2,1,1,2,2,2,1,2,0,0,0,2,1,2,0,2,0,1,2,0,0,0,1,2,2,2,0
355,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,2,1,1,2,0,0,0,2,0,2,0,1,2,0,1,1,0,2,0,1,1,0,1,0,0,2,1,0,2,0,2,2
356,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,2,1,2,2,2,2,0,2,2,0,0,1,2,1,1,2,2,0,1,2,2,0,0,1,0,2,2,2,1,1,1,0
357,0,1,0,3,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,0,0,4,4,1,1,2,1,0,0,2,0,1,2,1,2,0,1,0,2,2,1,1,0,1,0,0,1,2,2,0,1,1,2,0,2,1,2,2,2
358,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,1,2,2,0,1,1,2,2,0,1,1,2,1,2,1,1,2,1,2,1,2,0,2,0,2,0,2,0,0,0,2,2
359,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,1,0,2,2,0,0,2,1,0,0,2,0,1,2,0,0,1,0,1,0,2,0,0,1,0,0,1,2,1,0,2
360,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,1,0,0,0,0,1,0,1,2,1,2,2,1,2,2,1,0,1,1,2,1,1,0,2,1,2,0,1,2,2,2,0
361,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,2,1,2,1,2,1,2,2,0,2,2,0,2,2,1,2,2,0,0,2,0,0,0,0,2,0,0,2,1,2,1,1,1
362,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,1,2,1,2,1,1,0,2,1,1,2,0,2,2,2,0,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0
363,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,1,2,2,2,1,0,1,1,1,0,1,2,1,2,2,0,0,1,1,0,2,0,2,2,2,1,1,2,2,2,0,1
364,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,2,0,2,1,1,1,2,0,2,2,0,2,2,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2
365,0,1,0,2,3,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,1,2,1,0,2,0,1,2,0,1,0,0,1,2,2,2,1,2,1,0,1,1,0,0,2,1,2,0,2,1,2,2
366,0,1,0,2,3,5,6,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,2,1,2,2,2,0,2,1,2,0,2,0,0,0,1,2,2,2,0,2,1,0,2,0,0,1,1,2,2,2,1,1
367,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,2,0,2,2,2,0,2,0,1,1,1,0,1,2,2,0,2,0,0,0,1,1,0,2,1,2,1,1,2,0,2
