,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19
345,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,2,1,0,2,1,1,2,2,0,1,1,1,0,1,0,2,2,1
346,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,1,1,0,1,2,0,2,1,0,0,1,2,2,2,1,0,1,1
347,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,1,1,1,0,2,2,2,2,1,0,2,2,2,1,2,2,1,0
348,0,1,0,2,1,2,6,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,2,2,2,0,2,0,1,2,1,1,0,0,2,0,2,2,0,1
349,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,2,1,2,0,2,2,1,0,1,2,1,0,1,1,2,0,1,2,2
350,0,0,1,1,0,3,0,2,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,1,2,1,2,0,1,1,1,0,0,0,0,1,0,1,1,0,2
351,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,0,3,0,1,1,0,2,2,2,2,2,2,0,0,0,2,1,0,2,2,2,2,0
352,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,1,1,2,0,1,0,2,2,1,0,1,2,2,2,0,0,1,0,2
353,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,0,0,2,0,2,2,0,2,0,2,0,1,0,0,2,0,1
354,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,5,0,2,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,1,2,0,1
355,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,0,0,0,1,1,1,2,1,1,2,2,2,2,1,2,1
356,0,0,1,1,0,3,0,2,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,1,2,0,1,1,2,2,0,1,2,2,2,2,0,0,2,1
357,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,1,2,0,1,0,0,0,2,0,1,0,2,2,2,1,2,0
358,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,0,2,2,2,2,1,0,0,0,0,2,1,1,1,1,1,0,1
359,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,1,1,1,1,0,2,2,1,1,0,1,2,0,2,2,2,2
360,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,2,1,0,0,0,0,2,1,2,2,2,2,2,2,1,0,0,1
361,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,2,0,1,2,2,1,0,1,0,2,2,0,1,1,0,1,1
362,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,1,0,0,0,0,2,2,1,1,0,1,2,1,0,0,2,1,1
363,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,1,0,0,0,1,0,2,0,0,2,2,0,2,0,2,2,2
364,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,1,0,1,2,1,2,1,0,2,1,0,2,2,0,2,2,1
365,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,0,1,0,2,1,1,0,1,2,1,2,1,2,1,2,1,2,0
366,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,1,1,0,2,0,1,0,1,1,0,0,0,2,1,1,0,1,2,1
367,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,2,4,7,1,0,0,2,1,0,0,2,2,1,2,2,0,1,2,2,0,1,0,1,1
368,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,0,1,2,1,2,0,1,0,2,0,2,0,0,0,2,1,1,2,1
369,0,0,1,1,0,3,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,1,2,1,1,1,0,1,0,1,1,2,0,2,1,1,1,1,0,1
370,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,2,1,2,0,1,0,1,2,1,0,1,1,2,0,0,2,1
371,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,1,3,2,4,7,1,0,2,1,2,0,1,0,2,1,0,0,0,2,1,0,2,2,2,2,0
372,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,2,0,2,1,1,1,2,2,0,0,1,2,0,0,2,2,2
373,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,1,3,2,4,7,1,0,2,0,2,1,0,1,0,0,0,0,2,2,2,0,2,2,1,1,1
374,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,0,0,0,0,2,0,1,2,1,2,1,0,2,2,0,1,2,0
375,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,3,2,4,7,1,0,2,0,2,1,0,2,0,1,2,0,0,1,0,1,0,2,0,0,1
376,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,2,0,2,0,2,2,2,1,2,0,1,0,2,0,1,2,2,1,1
377,0,0,1,1,0,3,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,0,1,0,0,0,2,2,2,0,2,0,1,2,1,0,1,2,2,1
378,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,0,3,0,1,2,2,1,0,0,1,2,2,2,0,2,0,1,0,0,1,1,2,1
379,0,1,2,0,3,0,4,5,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,0,2,0,3,0,0,2,2,2,0,0,1,2,0,0,0,2,2,1,2,1,2,1,1,0,1
380,0,1,2,0,3,0,3,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,-1,0,1,2,0,1,1,0,2,2,0,0,0,1,0,0,0,1,1,1
381,0,1,0,2,1,2,6,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,2,1,0,0,0,1,1,2,1,2,1,0,1,2,0,2,2,1,1
382,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,1,1,1,0,2,2,0,0,1,1,2,1,1,1,0,0,1,2
383,0,1,2,0,3,0,3,4,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,0,2,0,2,1,2,0,2,2,2,0,2,2,1,0,2,2,2,2
384,0,0,1,3,2,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,2,0,1,2,2,1,2,0,2,1,2,0,1,1,1,1,2
385,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,2,1,1,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0
386,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,1,1,2,1,1,2,1,2,2,0,0,1,0,1,0,2,2,2
387,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,2,0,0,2,0,1,0,2,0,0,0,1,2,0,2,0,0
388,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,1,0,1,2,0,1,0,1,1,0,1,2,1,1,0,0,2,2
389,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,2,0,1,2,1,2,1,1,2,0,0,0,1,2,0,2,2
390,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,2,1,1,2,2,0,2,2,0,1,1,0,0,1,0,1,0,0,0
391,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,2,2,1,1,0,0,2,0,0,0,0,0,0,2,2,0,0,1,1
392,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,0,1,0,1,0,0,2,2,2,2,2,2,1,2,1,0,1,1,2
393,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,0,0,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1
394,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,1,2,0,0,1,1,0,1,2,0,0,1,0,2,2,1,0,1
395,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,2,2,2,0,2,0,2,0,0,1,2,0,0,0,2,2,0,1,1
396,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,0,2,1,0,2,0,1,1,1,0,0,1,1,1,1,1,0,0
397,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,2,2,2,2,2,1,2,1,2,0,0,0,2,0,2,0,0
398,0,0,0,3,2,1,5,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,0,2,0,2,0,1,2,1,0,0,0,1,2,2,1,0,0,2,1
399,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,0,1,2,0,0,1,1,2,1,2,1,2,0,0,1,1,0
400,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,1,0,1,1,0,2,2,2,0,1,1,1,0,1,1,2,0,2
401,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,0,1,2,2,1,1,1,0,2,2,1,1,0,0,1,2,0,0
402,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,2,2,0,0,1,0,2,1,0,0,1,2,0,0,2,2,0,2
403,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,2,1,0,2,2,1,1,1,2,0,2,1,1,1,2,1,1,1,2
404,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,2,1,0,0,1,0,2,1,1,2,2,0,0,0,0,0,1,0
405,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,2,2,1,0,2,0,2,1,2,2,1,0,1,2,2,2,0,0,1
406,0,1,2,0,1,4,4,1,26,1,0,0,0,0,0,0,0,0,0,2,1,4,3,1,2,0,1,1,2,0,1,0,1,0,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,0,0,2,0
407,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,2,0,1,0,1,0,1,2,2,1,1,2,1,1,0,2,2,1,1,0,2,2,1,1,2,2
408,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,0,0,1,2,1,1,2,2,2,0,1,2,1,1,0,0,0,1
409,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,0,1,1,2,2,2,1,0,1,0,1,2,1,0,1,1,0,0,0
410,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,1,0,2,0,1,2,1,1,2,2,2,1,1,1,1,0,0,0,2
411,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,5,0,2,1,2,1,2,1,2,1,0,2,1,1,1,0,0,0,1,2,0,2
412,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,0,0,0,2,1,1,2,1,0,1,2,1,1,2,1,1,0,1
413,0,1,0,2,4,4,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,1,1,3,3,1,0,1,0,-1,1,2,0,2,0,0,1,2,0,2,2,1,0,1,2,2,0,2,1
414,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,2,2,2,0,1,0,0,2,0,0,0,2,1,0,2,2,0,2,1
415,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,2,0,0,0,1,1,2,0,2,1,0,2,1,0,1,2,1,0
416,0,0,1,1,0,3,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,0,2,0,2,2,2,1,1,0,1,1,0,0,0,2,0,2,1,0
417,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,0,2,2,2,0,2,0,1,0,1,2,1,0,0,1,0,0
418,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,0,0,1,1,0,2,1,1,2,1,0,0,2,0,1,2,2,1,2
419,0,1,2,0,1,2,6,5,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,0,2,0,3,0,0,2,0,1,1,1,2,0,0,1,1,2,0,1,0,1,2,0,1,2,0
420,0,0,0,2,4,5,2,6,19,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,2,0,0,2,2,2,0,2,1,1,0,1,2,2,2,0,1,1,1
421,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,0,3,0,1,0,2,0,2,0,2,0,1,1,0,2,0,0,1,0,0,0,2,0
422,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,1,0,2,1,2,0,1,1,2,0,2,0,2,1,0,0,1
423,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,0,0,2,2,0,2,1,0,0,1,1,1,0,2,1,1,2,2
424,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,1,2,0,1,0,2,1,2,2,0,1,1,0,2,2,1,0
425,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,2,0,1,0,0,1,0,0,2,2,1,1,2,0,1,2,0,1
426,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,2,0,0,2,0,2,2,1,2,2,1,2,2,0,0,1,2,1
427,0,0,1,3,2,1,5,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,1,0,2,0,2,1,2,0,2,2,2,1,0,1,2,2
428,0,1,2,0,1,4,4,1,26,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,2,0,1,2,1,1,2,1,2,2,2,2,2,1,0,0,1,2,2
429,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,5,0,2,1,1,0,0,0,0,1,1,1,0,0,0,2,2,0,2,1,0,1
430,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,0,1,2,2,0,2,1,0,0,2,0,2,1,0,1,2,1,1
431,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,0,1,2,1,0,1,1,2,2,2,2,0,1,1,2,0,2
432,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,0,2,2,1,0,2,2,2,2,0,2,0,1,1,0,2,1,1,0
433,0,1,0,2,1,4,1,0,15,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,2,0,1,0,2,2,2,1,0,1,2,2,2,2,0,1,0
434,0,1,2,0,3,0,3,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,-1,2,2,1,2,0,2,1,2,2,0,2,0,0,1,0,1,2,1,1
435,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,1,2,2,1,0,2,0,0,2,1,2,2,2,2,2,0
436,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,1,2,2,0,1,0,0,0,2,0,2,2,1,2,2,2,0
437,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,1,2,0,2,1,1,0,1,1,1,2,2,2,0,0,1,0,2,1
438,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,2,2,1,2,1,2,1,2,1,0,2,0,1,2,1,1,0,1,0
439,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,0,2,1,1,2,0,0,2,1,1,1,2,1,0,1,2,0,0
440,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,2,2,1,2,2,1,0,0,1,1,1,0,2,2,2,0,2,1
441,0,1,0,2,4,4,1,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,0,2,1,2,1,1,0,0,1,1,1,1,0,0,0,2,0
442,0,1,0,2,1,4,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,2,2,2,0,2,0,0,0,0,1,0,2,1,0,0,2,1,0
443,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,1,0,1,2,0,0,2,1,0,1,1,0,0,2,1,0,1,2
444,0,1,2,0,3,0,3,4,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,0,2,0,0,0,1,2,2,1,2,2,0,2,2,2,2,1,0,2
445,0,0,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,0,2,1,2,1,1,2,2,1,2,1,0,2,1,2,1,1,1,0
446,0,1,0,3,2,1,1,0,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,2,3,3,2,5,2,0,0,1,2,0,0,2,2,2,2,0,2,2,2,2,1,1,1,2,2,2
447,0,1,2,0,1,4,4,1,-1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,2,0,0,2,2,0,1,2,1,0,2,1,0,0,0,2,2,2,2
448,0,0,1,1,0,3,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,1,1,2,0,1,2,2,1,0,0,0,2,2,1,2,1,0,2,2
449,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,2,1,2,0,2,2,0,0,0,1,0,1,2,1,2,1,0,1
450,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,0,1,1,0,0,0,0,1,2,2,2,2,2,0,2,1,0,2,1
451,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,1,1,1,1,1,2,1,1,1,0,1,0,0,0,2,1,1,1,1
452,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,2,0,2,1,1,1,0,0,0,0,0,0,1,1,0,1,2,1
453,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,1,2,1,1,1,0,0,1,2,0,0,1,0,0,2,2,0,0,2
454,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,2,2,0,1,0,1,1,1,2,2,0,1,2,0,2,0,2,0,2
455,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,0,2,2,0,2,0,2,1,0,2,2,1,2,2,2,1,2
456,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,2,1,1,1,0,2,2,2,1,1,0,2,1,1,0,0,0,2
457,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,1,1,0,0,2,0,1,1,1,1,0,2,0,1,0,2,2,2
458,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,2,2,1,2,1,0,2,0,2,0,1,1,0,1,1,0,2,1
459,0,1,2,0,3,0,3,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,1,0,0,1,2,1,2,0,2,0,1,1,1,2,2,0,0,2,2
460,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,1,2,2,2,1,2,2,1,2,0,0,0,0,2,0,2,0,0
461,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,0,1,1,2,0,1,0,2,2,0,1,2,0,1,2,2,1
462,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,0,0,1,0,0,1,0,1,1,0,2,2,2,2,1,0,2
